,Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,Attr9,Attr10,Attr12,Attr13,Attr15,Attr17,Attr18,Attr19,Attr20,Attr21,Attr22,Attr23,Attr24,Attr25,Attr26,Attr27,Attr28,Attr29,Attr30,Attr31,Attr32,Attr33,Attr34,Attr35,Attr36,Attr38,Attr39,Attr40,Attr41,Attr42,Attr43,Attr44,Attr45,Attr46,Attr47,Attr48,Attr49,Attr50,Attr51,Attr52,Attr53,Attr54,Attr55,Attr56,Attr57,Attr58,Attr59,Attr60,Attr61,Attr62,Attr63,Attr64,class
988,0.0033551,0.66501,0.022115,1.0424,-62.884,0.0033551,0.01012,0.5030399999999999,1.0358,0.33453,0.019392545750694642,0.056796,2167.6,1.5037,0.01012,0.0051327,62.108,0.92316,0.041883,0.00323913882988994,0.01012,0.33453,0.15822,?,0.048495,3.9524,0.31931,0.0051327,100.06,3.6477,0.062981,0.041883,2.0067,0.47769,0.0404354122417455,0.070482,0.1521,0.021243,93.892,31.784,0.01,0.39948,64.33,-0.05998,-0.05790693184012358,0.81798,0.52185,0.27415,0.73356,1.0475,198.21,0.034545,0.010029,0.96545,0.42931874570292644,5.8768,11.484,96.607,1.9848615502539042,4.3235,1
989,-0.21855,0.026489999999999996,0.89628,34.834,253.71,0.0,-0.21855,36.75,0.8304299999999999,0.97351,-8.250283125707815,-0.13643,-85.343,37.75,-0.21855,-0.26318,86.696,0.45194,-0.23210999999999998,-0.26317690834868684,0.30693,0.74497,-4.2769,?,11.605,2.641,-0.71966,-0.26318,9.0356,40.396,40.396,-0.23967,0.8304299999999999,0.97351,-0.28860951555218384,24.28,-0.0069608,-0.27951,122.89,36.196,-1.108,27.388,67.279,-0.33737,-0.40625940777669406,34.834,0.026489999999999996,0.024755,12.605,12.605,392.17,-0.28861,-0.2245,1.2567,6.097605869768811e-17,4.2101,10.084,11.643,31.34881087202718,10.753,0
990,0.0010692,0.5008100000000001,0.14172,1.3705,-58.507,0.0,0.0010692,0.99677,1.3626,0.49918999999999997,0.002795221039972811,0.040436,3317.6,1.9968,0.0010692,0.00078467,96.344,0.98627,0.015859,0.0007846763540290621,-0.0090972,0.087384,0.11002,1.0565,0.29787,3.9923,0.35624,0.011321,99.319,3.675,2.8069,-0.043119,1.3626,0.52273,-0.0316446499339498,0.044748,0.23886,0.011638,135.84,39.494,0.0029727,0.4302,93.389,-0.038171,-0.028013356817848233,1.0468,0.38251,0.27211,1.0492,1.0987,1392.4,-0.031644,0.0021419,0.99926,0.23698391394058385,3.7885,9.2419,102.46,3.56225981020104,2.864,0
991,0.051332,0.62974,0.009812399999999999,1.0228,-69.533,0.20844000000000001,0.068512,0.57225,1.0737,0.36036999999999997,0.15916366593100245,0.10548,1925.1,1.5879,0.068512,0.060525,57.525,1.1532,0.07837999999999999,0.04780851261991246,0.27324,0.36036999999999997,0.16232,0.74348,0.01753,4.5178,0.4966,0.060525,149.03,2.4491,0.12446,0.07837999999999999,1.1456,0.55966,0.07299990686411473,0.21564,0.16016,0.069244,112.03,54.508,0.28773,0.60835,61.766,0.027493,0.025605848933594112,0.69912,0.43045,0.40831,0.64383,0.99987,323.27,0.06866,0.14244,0.93134,0.5804589727224799,6.345,6.6962,138.8,2.494366360785225,2.0223,0
992,0.016947999999999998,0.26221,0.60525,3.3083,385.95,0.28911,0.025535,2.7083,1.0356,0.71014,0.09738377636245757,0.065891,2926.9,3.8138,0.025535,0.051456,60.666,0.32394,0.016821,0.01636539204325994,0.37558,0.71014,0.091956,0.35102,4.5664,4.9867,0.521,0.051456,199.72,1.8276,0.064151,0.016821,0.52235,0.71014,0.016242757821552718,0.077678,0.35943,0.033895,623.05,562.38,0.20548,2.9937,62.825,0.0096574,0.009325415218230975,3.3083,0.26221,0.54718,5.3577,5.3577,58706.0,0.034366,0.023866,0.96563,0.038935984453769654,6.0165,0.64903,192.86,3.9495061210480156,3.744,0
993,0.14081,0.64863,-0.1337,0.79201,-76.034,0.32406,0.1557,0.51011,1.1037,0.33087,0.24221776263592665,0.098198,1251.2,1.5417,0.1557,0.080808,42.561,1.1874,0.18888,0.1275799583220078,0.33953,0.33087,0.26875,1.082,-0.27236,4.5669,0.25486,0.080808,134.4,2.7158,0.2912,0.18888,1.9418,0.33669,0.1711334601793966,0.25017,0.095889,0.098028,65.979,23.418,0.62672,0.44248,46.976,0.15538,0.1407810093322461,0.7849,0.64281,0.36822,0.67403,0.68587,-4932.6,0.093985,0.42557,0.90602,0.07954785867561286,8.5759,15.587,121.77,1.7169925794558265,3.9251,0
994,0.013315,0.83716,0.23876,1.3136,5.0512,0.0,0.017603999999999998,0.19451,2.0555,0.16284,0.02312542693500079,0.0085641,17358,1.1945,0.017603999999999998,0.0085641,36.417,0.98251,0.048702999999999996,0.00647774264169302,?,0.02625,0.015905,1.5661,?,2.5635,0.39878,0.023694,138.38,2.6377,2.3985,0.04761,2.0555,0.23876,0.02316224762831428,0.030162,0.57298,0.023694,173.49,137.08,0.064924,1.0442,37.28,0.048702999999999996,0.023693991729506203,1.1945,0.7612399999999999,0.37912,?,?,87.4,0.023162,0.08176599999999999,0.99145,0.46622451486121447,10.023,2.6627,135.17,2.7001996742157535,?,0
995,0.23874,0.26971999999999996,0.73223,7.8312,81.635,0.0,0.23874,2.7075,0.66091,0.73028,2.227260005597537,0.47036,316.69,3.7075,0.23874,0.36123,372.14,1.6234,0.0,0.36122921426517984,0.60383,0.63326,1.1525,0,4.5598,4.0217,0.35875,0.72247,124.73,2.9263,1.163,0.00024408,0.66091,0.73028,0.0003693089830687991,0.33808,0.12466,0,443.57,71.431,0.3543,1.5447,784.1,-0.072123,-0.1091268100043879,3.1122,0.10719000000000001,0.34172,4.5476,4.5476,7697.8,0.52539,0.32692,0.47628,0.22255847072355806,0.98082,5.1098,59.197,6.165780389961749,4.1157,0
996,0.052150999999999996,0.68009,-0.048494,0.91233,-75.137,0.023199,0.065438,0.45754,1.0773,0.31117,0.11830705814289845,0.066878,2046.4,1.4704,0.065438,0.036078,57.988,2.2687,0.12579,0.048408985426529286,0.033136,0.31117,0.15883,0.74713,-0.097895,4.9175,0.35788,0.036078,119.92,3.0438,0.18495,0.12579,1.8164,0.43814,0.11676413255360625,0.061543,0.12309,0.069349,94.699,36.711,0.18098,0.39136,62.473,0.06991900000000001,0.0649020699897893,0.742,0.55312,0.32854,0.62815,0.88446,-4010.3,0.071791,0.1676,0.92821,0.43612816145515304,6.2944,9.9425,111.31,1.9476786230835983,3.6615,0
997,0.055797,0.83278,-0.0018567,0.9977,-25.911,-0.016915,0.017717,0.16648,1.0137,0.13864,0.021945177312870823,0.014544,6863.5,1.2008,0.017717,0.0058182,23.41,1.2959,0.049313,0.055042912104172836,-0.032042,0.13864,0.098907,0.16416,-0.0095444,3.9448,0.26935,0.0058182,98.097,3.7208,0.059215,0.049313,3.0808,0.16409,0.048646542369537346,0.036805,0.3608,0.016194,92.986,69.576,0.2857,0.75579,23.731,0.022743,0.022435631843740752,0.96721,0.80733,0.26876,0.7127,0.84355,-16.35,0.013531,0.40246,0.98647,0.3897143681477215,15.592,5.2461,96.77,1.2556203782839732,15.654,0
998,0.09635099999999999,0.28121999999999997,0.6161399999999999,6.7462,-2.2899e+005,0.0,0.11942,2.5559,1.0942,0.71878,1.1136808728900496,0.21908,428.19,3.5559,0.11942,0.10914,20.386,1.0388,0.11189,0.08805611405593126,0.30973,0.6725,0.77038,1173.7,2.2273,3.0336,-0.17125,0.10923,26.131,13.968,5.3258,-0.40353,1.0942,0.71878,-0.3687899835496253,4.3801,0.040374,0.10225,84.628,64.242,1.5766,6.1762,14.893,-0.0084121,-0.007687899835496253,2.5722,0.10722999999999999,0.071592,2.5983,2.5983,665.73,-0.36878,0.13405,1.3689,0.24206293998163564,17.904,5.6817,35.768,10.204233889769656,3.9555,0
999,0.063389,0.48336,0.099202,1.2894,14.492,-0.0033695,0.078318,1.0688,1.4774,0.51664,0.22845224899364094,0.10325,1156.6,2.0688,0.078318,0.05301,10.737,1.0521,0.088978,0.042905780425071066,0.36666,0.44432,0.28469,4.7575,0.17779,4.1407,0.29866,0.063498,89.265,4.089,2.9,0.075633,1.4774,0.63102,0.05119331257614729,0.12958,0.098728,0.060226,98.228,87.491,1.4585,1.1626,11.317,0.01476,0.009990523893326114,0.9144700000000001,0.34282,0.24456,0.92591,1.1309,1371.7,0.051193,0.12269,0.94802,0.2720269433261072,33.993,4.1719,84.695,4.309550201271804,2.6478,0
1000,-0.20531999999999997,0.33616,0.31745999999999996,1.9557,34.173,0.0,-0.20531999999999997,1.9748,2.874,0.66384,-0.6181172291296625,-0.021855,-1953.5,2.9748,-0.20531999999999997,-0.071441,4.337,0.71138,-0.2048,-0.07144050104384132,1.4876,-0.20531999999999997,-0.18684,-69.552,0.90606,3.0543,0.042815,-0.071433,39.486,9.2437,9.134,-0.19654000000000002,2.8739999999999997,0.66384,-0.06838552540013917,0.65773,-0.17989,-0.07126,54.757,50.42,-6.0125,1.8529,4.0594,-0.34731,-0.12084551148225468,1.9325,0.33216999999999997,0.10818,1.8947,1.8947,359.77,-0.068386,-0.30929,1.0714,0.006010484454085378,84.16,7.2392,42.187,8.652196164614507,8.2026,0
1001,0.044404,0.5585100000000001,0.74687,3.9505,3086.2,-0.72914,0.056398000000000004,0.79046,6.3435,0.44148000000000004,0.2228025125429621,0.00939,3422.4,1.7905,0.056398000000000004,0.0088906,16.621,1.9162,0.06250499999999999,0.00699992117915977,0.082449,-0.6370399999999999,0.085177,7.2134,?,2.5112,0.054313,0.0089033,14.502,25.169,11.407,-0.027644,6.3435,0.44148000000000004,-0.0043578466146449125,0.85194,0.28348,0.0098534,45.131,28.51,0.15372,2.8094,16.549,0.059337,0.009353984393473637,1.7905,0.25313,0.039731,?,?,242.37,-0.0043579,0.10057999999999999,1.0057,0.6917414152396482,21.96,12.803,14.565,25.060245723541257,?,0
1002,0.014146,0.72347,-0.14508,0.75909,1847.9,0.0,0.019349,0.38223,3.6286,0.27653,0.03213052142145467,0.028892,2518.8,1.3822,0.019349,0.0053323,16.352,0.91682,0.028655,0.003898473240368186,0.10213,0.085974,0.13772,2.8196,-0.26724,4.1971,0.19386,0.0081262,60.768,6.0147,5.0065,0.011568,3.6286,0.34471,0.0031880063936504436,0.043959,0.21127,0.0078968,43.318,26.966,0.087018,0.48913,16.382,-0.056836000000000005,-0.015663341233533596,0.63184,0.6022,0.16626,0.50938,0.63497,-2284.0,0.0031879,0.051155,1.001,0.4385419303511374,22.321,13.535,60.574,6.025572899368981,6.684,0
1003,-0.021615,0.34267,0.023479,1.1034,-54.121,0.0,-0.020845,1.9183,0.8057,0.65733,-0.09180392847705453,0.067559,2297.8,2.9183,-0.020845,-0.025872,67.882,0.75544,-0.0063915,-0.026827603326300107,-0.11470999999999999,0.51393,0.1566,-0.44222,0.031338,3.6211,0.39708,-0.0079329,91.023,4.0406,2.6774,-0.10487,0.91113,0.66502,-0.13016010922179472,0.10122,0.16582,-0.0079329,103.09,35.206,-0.14425,0.76115,60.068,-0.08166799999999999,-0.10136279012039219,0.73115,0.22706,0.24938,0.87736,0.88761,98.12,-0.13009,-0.032883,1.0069,0.17587817382441093,5.377,10.368,102.86,3.5484013036201887,1.0754,1
1004,0.12127,0.5595100000000001,0.15115,1.662,-8.2077,0.0,0.12127,0.78727,1.0812,0.44049,0.5311405045550105,0.11215,1684.1,1.7873,0.12127,0.11215,41.076,1.4558,0.18828,0.1121624121346652,0.20265,0.37434,0.21673,5.2963,0.24358,4.2587,0.51083,0.13421,143.17,3.9567,1.6146,0.19114,1.0917,0.72718,0.17678505364409916,0.25076,0.099056,0.17414,108.77,67.696,0.9966,1.1291,49.163,0.0,0.0,0.6782100000000001,0.22832,0.39226,0.70985,1.1719,2742.2,0.46167,0.2753,0.86009,0.7518672387568391,8.8859,5.3918,77.075,4.735459004905396,1.7424,0
1005,0.046228,0.5714600000000001,0.30438000000000004,1.5326,10.536,0.0,0.048320999999999996,0.74991,2.2734,0.42854,0.0845570993595352,0.03863,2375.1,1.7499,0.048320999999999996,0.021255,38.239,1.2307,0.064951,0.02033430104689012,?,0.38548000000000004,0.15002,3.9056,2.4515,3.9766,0.24897,0.028415,94.42,3.8657,3.8657,0.064317,2.2734,0.42854,0.028291105832673528,0.014266,0.18237,0.02857,139.31,101.07,0.1941,1.1159,39.352,0.025450999999999998,0.01119512624263218,1.5326,0.5714600000000001,0.25868,3.4515,3.4515,2884.0,0.028291,0.10787000000000001,0.97875,-1.55436642276695e-16,9.5453,3.6114,91.749,3.978231197284149,18.31,0
1006,0.0031276,0.52028,0.046872000000000004,1.0971,-18.335,0.04701,0.0077828,0.89905,1.0011,0.46776,0.01611712812441757,0.021711,3753.4,1.922,0.0077828,0.0033397,24.75,1.0752,0.005413899999999999,0.003124163420237738,0.070315,0.46776,0.088298,0.023257,0.099677,4.0742,0.096663,0.0033397,75.716,4.8207,0.010406,0.005413899999999999,2.3419,0.50515,0.005407951253621016,0.62178,0.35469,0.0023232,35.948,11.198,0.019793,0.76983,24.777,-0.037398,-0.03735690740185795,1.0182,0.48289,0.20744,0.99474,1.0742,556.0,0.0010892,0.0066863,0.99891,0.10550282195997938,14.748,32.595,75.633,2.0731429518109716,4.9558,0
1007,0.08694400000000001,0.77275,0.20566,1.2661,-7.9794,0.0,0.098647,0.29408,4.8936,0.22725,0.12765706890973794,0.020642,2792.2,1.2941,0.098647,0.020158,21.31,1.3221,0.15835,0.017766879189145008,0.047014,0.093081,0.11558,1.6829,9.5242,2.7754,0.14588,0.020221,59.877,6.0958,6.0958,0.1831,4.8936,0.22725,0.03741621709988557,0.10765,0.16027,0.032358,66.772,45.463,0.30432,0.89642,22.138,0.15598,0.03187428478012098,1.2661,0.77275,0.16405,10.524,10.524,122.62,0.037415,0.38259,0.98012,0.0,17.128,8.0286,57.637,6.332707861533485,226.62,0
1008,0.036556,0.40361,0.30753,2.514,41.403,0.036556,0.041963,1.4777,0.67986,0.59639,0.20659216226860969,0.088514,2448.0,2.4777,0.041963,0.061722,52.936,1.5334,0.054707000000000006,0.05376989380166505,0.1105,0.39249,0.1357,3.3967,0.62842,5.3085,0.59366,0.061722,128.04,2.8611,1.4399,0.10085,0.67986,0.79688,0.14833936398670317,0.71106,0.18449,0.080468,196.61,143.67,0.37075,2.0286,61.93,0.036493,0.05367722766451916,1.2652,0.20312,0.34951,1.2187,1.6284,2.514,0.14833,0,0.86305,0.3361726387095693,6.8951,2.5405,109.05,3.347085466719181,1.3893,0
1009,-0.14567,0.69018,-0.15525999999999998,0.77505,-5.4512,-4.0432,-0.14567,0.44888999999999996,11.012,0.30982,-0.21106088266828943,0.0021993,10402.0,1.4489,-0.14567,-0.013228,0,1.041,0.17176,-0.013228296403922993,0.045279,-4.1888,0.035091000000000004,0.5411,-0.33392,1.9318,0.016415,-0.01293,23.009,15.864,15.864,0.063297,11.121,0.30982,0.00574800217944061,0.74962,0.06734,0.015597,0.5817,0.5817,?,0.74962,0,0.001872,0.00016999636759898294,0.77505,0.69018,0.063038,0.66633,0.66633,-13.27,0.005748,-0.47017,0.98456,0.0,?,627.47,22.876,15.955258048624998,23.684,1
1010,0.1134,0.52146,0.052885,1.1232,-116.56,0.0,0.14876,0.91769,1.0056,0.47854,0.3465256586456707,0.19356,977.82,1.9177,0.14876,0.14793,105.04,1.2712,0.23006,0.11276849642004773,0.23459000000000002,0.37448,0.30546,2.7781,0.10213,4.7579,0.51484,0.16209,187.64,1.9452,1.6014,0.17055,1.0056,0.57062,0.16960023866348448,0.052961,0.062991,0.22877,166.76,61.718,0.39184,0.44906,126.49,0.18417,0.18314439140811456,0.9246700000000001,0.42929,0.51408,0.92414,1.102,3028.8,0.1696,0.23697,0.86197,0.19260667864755285,3.4748,5.914,155.82,2.342472454517925,1.942,0
1011,-0.049078,0.13681,0.098151,1.7174,-19.245,0.0,-0.049078,6.3096,1.0539,0.86319,-0.3587310869088517,-0.029162,-1624.7,7.3096,-0.049078,-0.046566,33.659,1.29,-0.040975,-0.046567985577379255,-0.12887,0.25993,-0.22466,-2.6065,0.12829,3.8084,0.10547,-0.046097,47.649,8.0215,8.0215,0.005966600000000001,1.0539,0.86319,0.005661447955213967,0.18744,-0.20149,-0.038879,72.49,38.832,-0.50498,1.007,32.326,-0.059319000000000004,-0.05628522630230572,1.7174,0.13681,0.12467,1.1283,1.1283,631.44,0.0056613,-0.056856,1.0561,2.2825836992588183e-17,10.844,9.3996,47.379,7.703384255536878,1.3776,0
1012,-0.41663,1.1767,-0.7988,0.32017,-119.1,-0.41663,-0.42099,-0.18102000000000001,0.80178,-0.213,-0.3582893617021276,-0.1686,-1020.2,0.8498700000000001,-0.42099,-0.1686,31.869,4.4621,-0.42487,-0.5196313203123051,-0.42099,-0.213,-0.35408,?,-1.2805,3.7912,0.46272,-0.1686,137.71,2.6505,-0.36109,-0.42487,2.732,-0.21134,-0.5299084536905385,0.02959,-0.091049,-0.17015,49.908,18.039,-1.911,0.13462,25.552,-0.42487,-0.5299084536905385,0.31971,1.175,0.37729,-0.34146,-0.33879,-4939.0,-0.24723,1.956,1.2472,-0.17840375586854407,11.453,20.234,171.75,0.6823659574468085,4.0029,1
1013,-0.019863,1.0285,-0.030844,0.97001,-22.137,-0.036884,-0.020069,-0.035861,0.98458,-0.036884,-0.01951288283908605,-0.040627,-18706,0.97227,-0.020069,-0.040627,0,0.8124,-0.007733800000000001,-0.020174084381157448,-0.034816,-0.036884,-0.019312,-0.15415,-13.301,4.5569999999999995,2.0752,-0.040627,748.28,0.48779,-0.0075193,-0.007733800000000001,0.49396999999999996,-0.036884,-0.007854922911292125,0.0033669,-4.3723,-0.015657,734.64,734.64,?,0.97001,0,-0.007733800000000001,-0.007854922911292125,0.97001,1.0285,2.0501,-15.906,-15.906,-1112.1,-0.015657,0.53852,1.0157,-0.2273072334887797,?,0.49684,759.99,0.9572970345162859,213.02,0
1014,0.070949,0.92064,0.083271,1.0908,-19.15,-0.021768,0.070949,0.086204,0.89344,0.079363,0.07739356189935968,0.87291,430.87,1.0862,0.070949,0.079411,18.613,0.89418,0.0,0.07941104047277936,0.18333,0.04918,0.84712,?,?,3.2192,1.0232,0.17299,?,0,0,0.00078897,0.89344,0.079363,0.0008830699319484239,0.0070615,0.043287,0,405.89,387.28,1.5572,1.0411,?,-0.70895,-0.7935059992836675,1.0862,0.9167299999999999,?,?,?,137.95,1,0.8939799999999999,6.7565e-007,0.04922948981263299,19.61,0.94248,374.51,0.974594482563023,?,0
1015,0.067495,0.48573,0.18512,1.3811,-6.1486,0.25173,0.067495,1.0588,2.5627,0.51427,0.13895579848887243,0.04342,1593.3,2.0588,0.067495,0.026337,26.564,0.93316,0.08474,0.026337456588754048,0.434,0.434,0.22908,4.9138,0.56241,3.3965,0.12161,0.031964,71.72,5.0892,5.0892,0.090697,2.5627,0.51427,0.03539118898037226,0.44091,0.12598,0.033067,65.045,38.481,0.36188,0.99713,27.539,0.040963,0.015984313419440434,1.3811,0.48573,0.19649,1.5624,1.5624,461.26,0.035392,0.13124,0.97367,0.0,13.74,9.4853,69.182,5.275976365470529,7.7858,0
1016,0.13007,0.6056199999999999,0.019081,1.0343,-20.532,0.6515,0.16212000000000001,0.64965,1.1328,0.39344,0.2914726452239263,0.14596,1092.9,1.6512,0.16212000000000001,0.117,21.934,0.95064,0.15703,0.11482168079096045,0.8083,0.39344,0.28104,1.2836,0.044926,4.3841,0.43265,0.117,165.96,2.1993,0.25928,0.15703,1.4119,0.44285,0.13862111581920902,0.016869,0.10099,0.11332,149.06,127.13,1.562,0.88459,24.846,0.11689000000000001,0.10318679378531073,0.94992,0.55621,0.45468,0.92638,1.0427,462.1,0.11721,0.33059,0.88279,0.12797376982513212,16.641,2.8711,146.51,2.0366408370939038,3.2627,0
1017,-0.095135,0.61811,0.34573000000000004,1.5593,35.848,0.0,-0.095135,0.61782,2.4999,0.38189,-0.1539127339793888,-0.028764,-3137.5,1.6178,-0.095135,-0.038055,5.0392,1.0271,-0.08290700000000001,-0.03805552222088884,-0.23373,0.27709,-0.11634,-5.0279,9.5633,3.1557,0.19133,-0.031459,88.005,4.1475,4.1475,-0.063694,2.4999,0.38189,-0.025478619144765794,0.32041,-0.34523,-0.033164,111.81,106.77,-2.7564,1.5035,4.914,-0.10613,-0.04245369814792592,1.5593,0.61811,0.24111,10.563,10.563,494.86,-0.025479,-0.24911999999999998,1.0378,-1.9819323644492428e-16,72.433,3.4185,90.247,4.044425749462069,69.15,0
1018,0.072781,0.47883000000000003,0.063091,1.1374,-20.46,0.27063000000000004,0.091736,1.0156,1.0679,0.48631,0.19973872147709457,0.061683,1241.3,2.0884,0.091736,0.040189,28.871,1.1555,0.10969000000000001,0.06815338514842213,0.33771,0.48631,0.25446,0.51317,0.13209,4.601,0.2084,0.040189,78.424,4.6542,0.22909,0.10969000000000001,2.2946,0.5058600000000001,0.10271561007584981,0.009506,0.099161,0.048056,82.831,53.96,0.4031,0.74425,30.83,0.060629999999999996,0.056774978930611474,1.0909,0.45928,0.21486,1.0182,1.0591,2517.3,0.063545,0.14966,0.93645,0.1118833665768748,12.642,6.7643,73.441,2.3251611217557917,4.779,0
1019,-0.17573,0.39283,0.053977,1.1375,7.0435,-0.11116,-0.17573,1.5456,2.2734,0.60717,-0.44753730963174243,-0.043343,-1455.1,2.5456,-0.17573,-0.077295,0.77138,1.5055,-0.16542,-0.07729831969736957,-0.19804,0.14564000000000002,-0.25084,-15.136,0.097543,2.6368,0.088785,-0.072488,57.362,6.3631,6.3604,-0.22513000000000002,2.2734,0.60717,-0.09902788774522742,0.49096,-0.1484,-0.072764,40.757,39.986,-36.574,1.1252,0.70188,-0.24261,-0.10671681182370019,1.137,0.39266,0.15716,1.0972,1.0972,23.39,-0.099025,-0.28941999999999996,1.0739,0.0002799874829124419,473.18,9.1282,63.042,5.789741761320226,4.1084,0
1020,0.076016,0.52887,0.20823000000000003,1.414,9.0726,0.0,0.11914000000000001,0.89082,2.1984,0.47113,0.23684472099079582,0.068975,1273.1,1.8908,0.11914000000000001,0.054194,25.952,0.94844,0.12159,0.03457787481804949,0.31534,0.22089,0.20517,1.1762,0.72117,5.2451,0.17892,0.059974,88.204,4.1381,3.936,0.11674000000000001,2.1984,0.47113,0.05310225618631733,0.27,0.11441,0.055309,95.542,69.591,0.48633,1.1032,27.407,0.089098,0.04052856622998544,1.3449,0.50303,0.24165,1.6317,1.6317,36613.0,0.053105,0.16135,0.94838,0.054846857555239666,14.065,5.245,83.52,4.370315885732461,7.6136,0
1021,0.04082,0.12152,0.6598,6.723,70.402,0.18274,0.047151,6.3213,1.0025,0.76813,0.4089773614363778,0.040156,673.53,8.2294,0.047151,0.028752,72.3,0.73025,0.048036,0.040718204488778054,0.21603,0.76813,0.48982,0.29366,2.9337,4.7959,0.056374,0.028752,25.725,14.188,0.39531,0.048036,1.7301,0.77436,0.04791620947630923,0.41459,0.059862,0.029292,161.88,89.577,0.12566,3.9055,72.483,0.029335000000000003,0.02926184538653367,6.3786,0.11529,0.07048,3.4153,3.443,41244.0,0.0025141,0.053140999999999994,0.99749,0.15177118456511263,5.0484,4.0747,25.66,8.695463613496399,7.2914,0
1022,0.1434,0.4021,0.16683,1.6193,-3.0834,0.0,0.1434,1.4869,2.3963,0.5979,0.5323137458702996,0.082348,743.76,2.4869,0.1434,0.059844,27.311,1.1332,0.15424000000000002,0.05984225681258607,0.58079,0.5969800000000001,0.49075,12.451,0.29591,4.4536,0.15511,0.064222,43.519,8.3871,5.6189,0.13692000000000001,2.3963,0.65476,0.05713808788549013,0.13668,0.064388,0.064366,60.835,33.524,0.79978,0.95369,28.966,0.10031,0.0418603680674373,1.0848,0.26939,0.11923,1.0605,1.1614,4741.3,0.057137,0.23985,0.94118,0.22196019401237668,13.365,10.888,41.033,8.895281933256618,4.2504,0
1023,0.07119500000000001,0.13201,0.47615,4.6068,97.087,0.32006,0.091616,5.5573,1.0718,0.73365,0.6940080296947202,0.088984,342.83,7.5749,0.091616,0.058002,15.19,1.0606,0.096388,0.0664256391117746,0.40114,0.73365,0.90999,0.65407,1.2152,5.8275,-0.09712,0.058002,32.698,11.163,0.73013,0.096388,1.5964,0.73365,0.08993095726814704,2.3604,0.029865,0.061023,68.529,53.339,1.0831,4.1088,16.281,0.047451,0.04427225228587423,4.6068,0.13201,0.089583,1.8723,1.8723,320050.0,0.067026,0.09704199999999999,0.93297,0.18311183806992426,24.029,6.843,30.506,8.119081887735778,4.0311,0
1024,0.091586,0.7558199999999999,0.19233,1.3393,-28.435,-0.0040397,0.1137,0.32307,1.0705,0.24418,0.2005821645938079,0.11808,2182.4,1.3231,0.1137,0.10621,89.817,1.6403,0.11722,0.08555441382531528,0.19369,0.2394,0.13799,7.3357,0.79864,5.9786,0.50408,0.11231,219.42,1.6635,1.2476,0.12755999999999998,1.0705,0.39207,0.11915927136851936,0.38561,0.19391,0.1095,184.32,94.507,0.34768,0.87459,101.97,0.10450999999999999,0.09762727697337692,1.0044,0.56685,0.60116,1.014,1.6281,183070.0,0.11916,0.37506999999999996,0.89505,0.7738963060037679,4.0638,3.8622,193.28,1.8885066596101263,4.4452,0
1025,0.35946999999999996,0.27286,0.27346,2.126,50.728,0.0,0.35946999999999996,2.6649,1.7945,0.72714,1.4801531746685332,0.24926,222.65,3.6649,0.35946999999999996,0.20032,16.5,1.3645,0.36595,0.20031763722485368,0.96367,0.35946999999999996,1.6393,43.375,0.56536,4.0073,0.056642,0.20034,61.559,5.9293,5.2774,0.35452,1.7945,0.72714,0.19755920869322932,0.71242,0.020043,0.20393,69.826,53.327,4.4313,1.792,20.562,0.27812,0.1549846753970465,1.8922,0.24286,0.16865,1.5033,1.5033,2780.6,0.19756,0.49436,0.80193,0.04125752949913362,22.122,6.8446,49.398,7.38903071728568,3.7101,0
1026,-1.2636,1.5086,-1.0778,0.28553,-76.709,-4.3522,-1.2636,-0.33711,4.648,-0.50855,-0.8375977727694552,-0.25098,-472,0.66288,-1.2636,-0.27185,12.617,0.994,-1.2613,-0.2718588640275388,-4.6844,-1.8816,-0.7733,-563.35,-1.8934,1.9076,0.32577,-0.27137,93.179,3.9172,3.9172,-1.2613,4.648,-0.50855,-0.27136402753872635,-0.0037309,-0.043188,-0.27137,34.268,21.65,-7.8641,0.17903,9.9243,-1.3583,-0.29223321858864026,0.28553,1.5086,0.25529,-0.89337,-0.89337,-87.132,-0.27137,2.4846,1.2718,9.831874938536857e-05,28.928,16.859,118.47,3.0810022537451944,8.1651,0
1027,0.0050343,0.93203,-0.22688000000000005,0.56218,-241.96,-0.0085215,0.0050343,0.072922,0.68686,0.067966,0.009714974913160942,0.11124,4452.5,1.0729,0.0050343,0.0073295,26.747,1.4178,0.0,0.007329441225286084,0.064153,0.017197,0.081976,0,-0.32014,4.5954,1.3044,0.014659,390.46,0.93479,0.51973,0.028109,0.68686,0.47667,0.040923914625979094,0.070413,0.43531,0,135.42,108.67,0.10002,0.46504,37.926,-0.07137,-0.10390763765541741,0.31256,0.5182,1.0698,0.095904,0.67262,-8937.8,0.29475,0.074071,0.74885,6.088838536915517,13.646,3.3588,275.37,1.325472790428406,0.96921,0
