"Attr1","Attr2","Attr3","Attr5","Attr6","Attr7","Attr9","Attr10","Attr12","Attr13","Attr15","Attr17","Attr18","Attr19","Attr20","Attr21","Attr22","Attr24","Attr25","Attr26","Attr27","Attr29","Attr30","Attr31","Attr32","Attr33","Attr34","Attr35","Attr36","Attr38","Attr39","Attr40","Attr41","Attr42","Attr43","Attr45","Attr46","Attr47","Attr48","Attr49","Attr51","Attr53","Attr54","Attr55","Attr57","Attr58","Attr59","Attr60","Attr61","Attr62","Attr63","Attr64","class"
0.20021,0.099865,0.53492,128.54,0.60078,0.24409,1.2701,0.8501,2.4442,0.29244,119.43,10.014,0.24409,0.23389,90.54,1.0702,0.23493,0.75112,0.8501,2.6167,2.8592,4.5451,-0.13648,0.23389,44.362,8.2277,2.3525,0.23493,1.0706,0.8501,0.22511,2.4712,0.011091,0.22511,135.7,0.77339,3.7642,115,0.17382,0.16656,0.099865,2.3277,2.3277,18767,0.23551,0.78732,0,4.0314,8.0824,34.927,10.45,2.8575,0
0.029236,0.33427,0.42908,102.04,0,0.029236,1.4461,0.66573,0.10338,0.19596,430.56,2.9915,0.029236,0.020217,40.618,1.2115,0,0.1453,0.6199,0.84773,0,4.145,0.2079,0.044762,99.819,3.6566,3.0935,0.0067399,1.4461,0.70888,0.0046607,0.28542,0.043844,0,159.3,0.18167,1.9482,56.803,-0.25414,-0.17574,0.2828,2.3106,2.4604,5992,0.043917,0.7201,0.064829,8.9861,3.0753,71.378,5.1136,5.0191,0
-0.0039513,1.094,-0.71807,-533.89,-0.21648,-0.0021537,0.52732,-0.09401,-0.0026176,0.094357,8025.3,0.91407,-0.0021537,-0.0040843,9.6897,0.99242,0.0063669,-0.1451,-0.098273,0.043838,0.15814,4.0692,2.0048,0.050239,546.83,0.66748,0.50201,-0.021882,0.52732,-0.08842,-0.041497,0.051339,0.62575,0.012074,43.252,-0.28226,0.11027,9.3036,-0.045544,-0.086368,0.8228,-0.10501,-0.098764,-8421.3,0.04203,1.0037,-0.059457,37.669,10.875,569.52,0.64089,0.58901,0
0.015672,0.73624,-0.10522,105.98,0,0.015672,2.315,0.26376,0.024033,0.75375,154,1.3582,0.015672,0.0067697,45.626,1.0061,0,0.049844,0.20999,2.3701,139,3.9684,0.31176,0.014373,705.93,0.51705,0.45796,0.041994,2.315,0.33775,0.01814,0.045616,0.014192,0,81.535,0.054157,0.39488,313.27,-1.7293,-0.74698,0.6521,0.58209,0.74539,-978.44,0.059419,0.14621,0.28054,7.9999,10.164,102.82,3.5501,5.1091,0
-0.059081,0.17826,0.093282,-8.5271,0.060606,-0.064079,0.92711,0.81418,-0.37084,0.003753,15114,5.6098,-0.064079,-0.055864,37.869,1.2232,-0.095579,0.13388,0.81418,0.052184,-0.77253,4.2737,0.15074,-0.055864,50.977,7.1601,-0.53618,-0.095579,1.2411,0.81965,-0.083326,0.042329,-0.2155,-0.083326,82.34,-0.49645,0.85112,35.109,-0.16396,-0.14294,0.17279,1.1094,1.1168,1751.9,-0.072565,1.0786,0.006713,9.6384,8.2076,54.985,6.6382,1.5629,0
0.013445,0.46125,0.2086,72.43,0,0.013445,0.95882,0.53875,0.035314,0.027696,6339.8,2.168,0.013445,0.014022,26.85,2.5656,8.7435e-05,-0.10178,0.3253,0.057573,0.038002,4.0451,0.16472,0.041073,220.59,1.6547,1.3658,0.041714,0.95882,0.5591,0.043506,0.83335,1.1649,9.119e-05,103.56,0.19062,1.3626,40.866,-0.013024,-0.013583,0.38072,1.3118,1.3614,2314.2,0.024955,0.66008,0.037781,13.594,4.7582,144.93,2.5185,2.3347,0
0.028671,0.71955,0.090996,-1200.5,0,0.037076,5.5367,0.28045,0.058087,0.010733,4419.8,1.3898,0.037076,0.0066964,11.525,1.0671,0.045695,0.13413,0.23716,0.070903,5.2053,4.9881,0.1206,0.0082136,42.471,8.6123,7.6396,0.051187,5.5367,0.33311,0.009245,0.087395,0.3525,0.008253,44.4,0.16401,0.86868,11.608,0.023348,0.0042169,0.63829,1.036,1.2305,8854.3,0.10223,0.99443,0.18777,31.672,11.103,42.078,8.6743,20.452,0
-0.031131,0.16212,0.5156,188.5,0,-0.037989,0.81958,0.83788,-0.24734,0.050376,1433.2,6.1684,-0.037989,-0.046351,48.08,0.55527,-0.035106,0.2679,0.78417,0.29698,-4.5974,4.6153,-0.14066,-0.04635,65.923,5.5368,5.2455,-0.030805,0.81958,0.83788,-0.037586,1.8314,0.12234,-0.042835,172.76,-0.28836,3.6541,46.338,-0.11438,-0.13956,0.15359,2.5328,2.5328,21260,-0.037155,1.0458,0,7.5915,2.9276,68.401,5.3362,2.4775,0
0.0011736,0.65924,0.048788,-34.051,0.00018738,0.0011736,1.2242,0.34076,0.0023934,0.024333,8077.5,1.5169,0.0011736,0.00095868,57.04,1.1027,0,-0.0094749,0.18745,0.045187,0,3.7792,0.40608,0.0019174,114.89,3.1771,2.3632,0.00088684,1.2242,0.34076,0.00072441,0.33493,0.76793,0,111.78,0.0061346,0.70935,44.822,-0.028616,-0.023374,0.49036,0.73942,0.73942,293.44,0.0034442,1.2749,0,6.399,6.6679,146.2,2.4966,2.6564,0
0.073108,0.80292,-0.12721,-99.21,0,0.094128,1.6,0.19708,0.11999,0.079986,2289.9,1.2455,0.094128,0.058829,62.282,1.394,0.11469,0.13371,0.17888,0.13321,5.139,4.041,0.49316,0.070383,191.49,1.9061,1.8622,0.10485,1.6,0.20729,0.065528,0.020822,0.18018,0.07168,146.2,0.26777,0.48979,66.65,0.080838,0.050523,0.78444,0.57497,0.60476,-1397.9,0.37095,0.94181,0.051803,5.8604,4.3494,178.95,2.0397,4.668,0
0.035117,0.57917,0.10185,-55.381,0,0.035117,0.80913,0.42083,0.097425,0.11294,2313.4,1.7266,0.035117,0.043401,94.233,1.0398,0.051798,0.2422,0.035117,0.15778,2.8936,4.4294,0.68666,0.065525,172.76,2.1128,1.3149,0.047578,0.80913,0.46498,0.058801,0.069412,0.17865,0.064017,197.26,0.16811,0.70301,100.12,-0.0044655,-0.0055189,0.36045,0.78265,0.86477,2737.2,0.083448,0.95689,0.10491,3.8734,3.5429,162.6,2.2448,1.5048,0
0.077989,0.40459,0.31481,-32.208,0,0.077989,2.1269,0.59541,0.21336,0.073527,944.31,2.4717,0.077989,0.036668,70.757,1.1724,0,0.01524,0.58999,0.38653,0,3.9751,0.15623,0.081538,102.88,3.5478,3.2053,0.08847,2.1269,0.63438,0.041596,0.22931,0.17203,0,102.37,0.18915,0.73328,116.05,-0.078394,-0.036858,0.36553,1.8627,1.9846,2972.4,0.13098,0.61196,0.065452,5.1585,11.546,62.729,5.8187,6.6536,0
0.013469,0.89122,-0.027388,-13.999,-0.12962,0.013469,0.00010439,0.10878,0.28599,804.4,3873.7,1.1221,0.013469,129.02,10620,0.75615,0.016715,0.013469,-0.66452,0.094224,4.5643,4.4029,8518.8,164.1,21.888,18.11,0.95701,-0.78524,0.87003,0.10878,-7522,0.040663,0.3406,160.11,62210,4.4346,0.10516,1.2998,-0.05379,-515.27,0.047096,0.11097,0.11097,-692.61,0.12382,0.98031,0,0.034371,0.0070749,164660,0.0022166,0.00010649,1
0.0044675,0.34642,0.65358,-157.08,0,0.0044675,2.2919,0.65358,0.012896,0.57249,96.368,2.8867,0.0044675,0.0019493,36.787,0.89268,0,-0.11263,0.41262,3.7876,34.019,2.317,0.077018,0.0043569,346.17,1.0544,1.0544,9.6386e-06,2.2919,0.65358,4.2055e-06,0.5234,0.0088308,0,130.38,0.01934,2.2199,230.83,-1.3076,-0.57054,0.34642,46.84,41.617,135.62,0.0068354,0.15937,0,9.9219,3.8998,55.17,6.6159,123.7,0
0.11097,0.31588,0.08856,-13.206,0.33425,0.13308,1.1407,0.64627,0.71875,0.16877,749.03,3.1657,0.13308,0.14591,31.214,1.0162,0.11335,0.39881,0.64627,0.4173,1.4176,6.4247,0.33894,0.14591,84.52,4.3185,0.35882,0.11335,0.96026,0.777,0.12427,0.24777,0.077388,0.12427,91.178,1.4227,1.057,35.605,0.092497,0.10141,0.18515,0.88984,1.0698,235470,0.17171,0.87667,0.20228,11.693,6.087,74.097,4.926,1.2558,0
0.033139,0.76618,-0.092367,3.5352,0.033139,0.046725,1.0102,0.20794,0.086682,0.03619,2994.4,1.3052,0.046725,0.018106,21.614,1.0633,0.065898,0.046725,0.20794,0.10416,-4.8114,4.7212,0.18449,0.018106,77.022,4.7389,0.086008,0.065898,2.677,0.43508,0.025536,0.037648,0.22378,0.025536,60.307,0.21686,0.54516,21.835,0.01923,0.0074516,0.53904,0.3758,0.78633,-4861,0.15937,0.98986,1.0924,16.888,9.4332,76.241,4.7874,4.664,1
-0.014688,0.49993,0.39374,1192.6,0,-0.014688,0.16121,0.50007,-0.02938,0.70853,1597.6,2.0003,-0.014688,-0.091111,1757.5,0.54118,0,0.034376,0.4784,0.22847,0,3.6417,2.7637,-0.18222,14060,0.02596,0.02596,0.010506,0.16121,0.50007,0.065171,0.11202,0.12927,0,1896.6,-0.018923,0.23498,21830,-0.12891,-0.79964,0.49993,4.7031,4.7031,1725.7,-0.029371,0.15448,0,0.20769,2.6226,1131.9,0.32246,1.5161,0
0.003579,0.47813,-0.010279,-22.835,0,0.0083188,1.5217,0.52187,0.017402,0.029237,3922.5,2.0915,0.0083188,0.0054667,19.459,0.88967,0.023148,0.051814,0.47769,0.083139,1.2455,3.0951,0.25303,0.0057797,118.12,3.0901,3.0896,0.044492,1.5217,0.52187,0.029238,0.19473,0.26867,0.015212,89.87,0.044116,0.80879,20.045,-0.013024,-0.0085588,0.47805,0.98054,0.98054,-12.795,0.0068579,0.99465,0,18.757,5.1839,114.66,3.1832,2.8591,0
0.039174,0.45776,-0.13214,-1664.2,0,0.039174,3.7927,0.54224,0.091193,0.010329,4265.1,2.1846,0.039174,0.010329,4.9835,0.9273,0.042775,0.10612,0.4926,0.085579,11.247,3.8988,0.12069,0.01133,50.596,7.2169,6.7726,0.034255,3.7927,0.57042,0.0090317,0.0071671,0.35671,0.011278,28.328,0.7565,0.57186,6.0967,0.042775,0.011278,0.42958,0.77181,0.81192,-1046.8,0.072245,0.81842,0.051973,73.242,15.635,41.341,8.829,5.3984,0
0.045918,0.51742,0.083491,-24.17,0,0.045918,1.6131,0.48258,0.10932,0.034579,3385.8,1.9327,0.045918,0.028465,36.505,1.0684,0,0.31243,0.43243,0.1078,0,3.7897,0.32025,0.064855,126.29,2.8901,2.346,0.0039286,1.6131,0.53935,0.0024354,0.0090902,1.7488,0,113.06,0.28461,0.81467,48.511,-0.0098623,-0.0061137,0.42002,0.97198,1.0863,514.5,0.095152,0.75401,0.11765,9.9986,4.7675,95.037,3.8406,3.2491,0
0.068319,0.56223,0.034733,-4.6248,0.26653,0.068319,1.0166,0.43325,0.13243,0.019493,1720.6,1.7786,0.068319,0.011166,6.4979,0.94412,0.075538,0.26653,0.43325,0.21213,0.12551,4.1487,0.090581,0.011166,31.288,11.666,0.13435,0.075538,6.136,0.4796,0.012346,0.020357,0.14614,0.012346,32.222,0.62724,0.85619,6.6058,0.02459,0.0040192,0.51589,0.96411,1.0672,489.09,0.15769,0.98366,0.10697,56.172,14.189,30.776,11.86,13.615,0
0.16892,0.63438,-0.18234,-205.5,0.35108,0.20887,1.2392,0.36422,0.37551,0.23355,853.8,1.5763,0.20887,0.17987,15.782,0.95863,0.2093,0.43809,0.36422,0.36452,2.2336,4.793,0.54215,0.17987,216.66,1.6847,0.32992,0.2093,1.182,0.44238,0.18024,0.48833,0.076783,0.18024,32.145,3.3642,0.58192,19.558,0.14697,0.12656,0.55622,0.58172,0.70655,-11320,0.46377,0.80697,0.21459,23.127,22.307,174.84,2.0877,1.8546,0
0.013051,0.89745,-0.27484,-3446.2,-0.6233,0.022601,3.8162,0.10256,0.025339,0.0059224,14494,1.1143,0.022601,0.0059224,22.12,1.2961,0.033391,0.50568,-0.61025,0.014542,3.0911,3.9075,0.23467,0.0059224,109.46,3.3692,3.3485,0.061124,3.8162,0.10256,0.016017,0.0084186,0.8959,0.0087498,58.303,0.056432,0.43256,28.09,0.033391,0.0087498,0.89192,0.26782,0.26782,-2220.9,0.12726,0.7903,0,16.501,10.088,85.309,4.2786,9.966,0
0.058571,0.63692,-0.12622,-48.297,0,0.058571,1.5801,0.36308,0.10127,0.097871,1503.2,1.5701,0.058571,0.037067,13.456,0.80299,0.067215,0.25001,0.3494,0.24281,5.8173,4.1649,0.39978,0.044333,137.82,2.6485,2.405,0.048311,1.5801,0.40361,0.030574,0.023104,0.13002,0.042538,101.36,1.0054,0.68106,13.881,-0.028863,-0.018267,0.57837,0.66275,0.73673,-1845.1,0.16131,0.96466,0.11163,27.125,4.1523,133.6,2.732,2.8843,0
0.096557,0.13718,0.8528,710.67,0,0.096557,0.61457,0.86282,0.70389,0.15711,518.55,7.2899,0.096557,0.15711,16.644,0.82983,0,0.044419,0.80007,0.70389,2.0461,2.9013,-1.0864,0.35214,119.84,3.0457,3.0457,0.0069695,0.61457,0.86282,0.011341,5.867,0.11459,0,109.97,3.4455,7.0125,24.482,0,0,0.13718,86.04,86.04,679.47,0.11191,0.70637,0,21.93,3.9111,81.471,4.4801,61.284,0
0.25354,0.22924,0.59608,370.27,0,0.31779,2.9029,0.77076,1.477,0.11623,247.98,4.3622,0.31779,0.10947,34.175,1.1066,0.32531,0.66205,0.68148,1.1916,37.072,3.5041,0.027678,0.10947,30.435,12.003,11.265,0.32265,2.9029,0.77076,0.11114,0.76371,0.022154,0.11206,81.34,0.9328,2.5072,38.417,0.30568,0.1053,0.21516,4.0832,4.0832,1902.8,0.32895,0.89261,0,10.68,7.7388,27.052,13.492,15.379,0
0.050156,0.55946,0.096727,-52.702,0.13191,0.066879,1.0557,0.43866,0.12787,0.061486,1827.4,1.7874,0.066879,0.036801,67.265,1.0369,0.091364,0.16986,0.43866,0.16984,0.53074,4.1176,0.30362,0.036801,110.9,3.2913,0.16331,0.091364,1.8203,0.47509,0.050273,0.028545,0.13502,0.050273,121.48,0.14976,0.5446,71.012,0.046502,0.025588,0.52303,1.1536,1.2494,1268.2,0.11434,0.94724,0.083036,5.4263,6.733,105.05,3.4746,4.7795,0
0.38989,0.046187,0.56253,441.75,3.9822,0.38989,0.77504,0.95381,8.4417,1.0974,43.238,21.651,0.38989,1.0974,0,1.964,-0.10312,4.0445,0.95381,8.4417,-2.2496,2.5286,-0.8365,1.0974,36.776,9.925,-2.2327,-0.10312,0.84832,0.95381,-0.29025,7.4353,-0.014725,-0.29025,272.56,0,13.179,0,-0.10312,-0.29025,0.046187,2.4377,2.4377,190,0.40877,1.2903,0,34.623,1.3391,47.45,7.6923,0.90799,0
0.00018674,0.45667,0.10086,-17.28,0,0.0034471,1.3669,0.54333,0.0086915,0.028856,4226,2.1898,0.0034471,0.0025219,42.816,1.1111,0.036412,0.056344,0.069233,0.07923,0.97257,3.4303,0.30283,0.015568,106.97,3.4122,2.9634,0.013577,1.3669,0.59584,0.0099326,0.11722,0.21023,0.026639,120.42,0.0011647,0.85002,43.245,0.00041655,0.00030475,0.39661,1.0812,1.1857,271.66,0.0003437,0.99753,0.096637,8.5249,4.7031,105.91,3.4464,2.7199,0
0.00070211,0.6581,0.11205,-7.5204,-0.078218,0.00070211,2.6996,0.3419,0.0010679,0.0053027,16780,1.5195,0.00070211,0.00026008,21.814,1.0048,0.019472,0.020833,0.31602,0.021752,0.9302,3.8124,0.22889,0.0051032,89.553,4.0758,4.0719,0.019887,2.6996,0.3419,0.0073667,0.070859,0.66303,0.0072131,97.743,0.0043518,0.92503,21.975,0.0058593,0.0021704,0.65747,1.4834,1.4834,727.39,0.0020535,0.99974,0,16.733,4.8071,88.893,4.1061,11.713,0
-0.16286,0.67255,0.22463,-14.434,0,-0.16286,1.5471,0.32763,-0.38026,-0.079208,-2003.2,1.4869,-0.16286,-0.10527,71.554,0.83984,-0.14763,-0.19337,0.17733,-0.18221,-7.8757,3.4778,0.43282,-0.093153,76.833,4.7678,3.0362,-0.48719,1.8974,0.46936,-0.31491,0.010583,-0.2089,-0.095427,152.97,-0.53699,0.71873,54.213,-0.18795,-0.12149,0.42829,0.94394,1.3523,675,-0.49709,1.0762,0.4326,5.1011,4.4831,101.04,3.6123,4.4573,1
0.13298,0.46617,-0.19309,-146.95,-0.00010779,0.13849,1.1685,0.53383,0.30036,0.16891,862.08,2.1451,0.13849,0.11852,60.218,1.3711,0.13648,0.24599,0.53109,0.41156,8.8911,4.5615,0.39872,0.13014,163.14,2.2374,2.213,0.13687,1.1685,0.53383,0.11713,0.024841,0.079541,0.1168,80.136,0.68978,0.16313,68.208,0.0776,0.066409,0.46109,0.72928,0.72928,-7034.2,0.2491,0.89571,0,6.0613,18.325,144.03,2.5342,1.5963,0
-0.11657,0.71987,0.0058559,0.51723,-0.088839,-0.11657,3.7866,0.28018,-0.16193,0.013522,5131.8,1.3891,-0.11657,-0.030784,0,0.29599,-0.013013,-0.53544,-0.05015,0.071126,-0.1256,2.3006,0.18685,-0.0034234,62.519,5.8949,5.8949,-0.41612,4.2305,0.28018,-0.10989,0.017173,0.15506,-0.0034366,68.763,-0.20402,0.017173,0,-0.18078,-0.047742,0.71987,1.0215,1.0215,1.17,-0.41604,1.0031,0,105.76,5.3081,69.39,5.2601,13.806,1
0.08485,0.48539,0.081554,-26.242,0.1853,0.085349,1.0801,0.5132,0.17583,0.090688,1508.4,2.0602,0.085349,0.065898,46.751,1.1158,0.093107,0.18607,0.5132,0.24095,0.77647,5.4067,0.37331,0.065898,147.75,2.4704,0.19182,0.093107,1.3,0.5132,0.071888,0.0054003,0.12745,0.071888,159.04,0.51148,0.82625,50.497,0.061,0.047098,0.48539,1.1851,1.1851,20805,0.16533,0.92582,0,7.8073,3.2507,136.79,2.6683,2.9908,0
-0.20292,0.33351,0.38063,4.9796,0.18516,-0.20854,0.92247,0.61931,-0.63774,-0.088722,-766.59,2.9985,-0.20854,-0.11652,32.514,1.1131,-0.19825,0.27583,0.61931,-0.45929,-1.0218,4.6216,0.17159,-0.11652,61.516,5.9334,-0.59445,-0.19825,1.795,0.62582,-0.11077,0.67721,-0.073833,-0.11077,99.148,-1.2728,1.6764,29.993,-0.248,-0.13856,0.327,2.1182,2.1405,15927,-0.32766,1.084,0.01051,11.226,5.4776,66.686,5.4734,6.1216,0
0.015651,0.2081,0.73419,149.33,0,0.01932,1.7127,0.7919,0.092837,0.017357,2555.1,4.8053,0.01932,0.01128,9.5243,2.69,0.040094,0.027124,0.43687,0.12523,1.93,2.149,0.11448,0.02341,45.413,8.0374,8.0374,0.040094,1.7127,0.7919,0.02341,0.057857,0.13736,0.02341,198.25,0.35021,4.3133,9.7526,0.029685,0.017333,0.2081,13.724,13.724,103.48,0.019765,0.98872,0,38.323,1.934,44.35,8.2301,29.681,0
0.15732,0.45448,0.57755,79.21,0,0.1952,2.3004,0.54552,0.49436,0.088375,815.98,2.2003,0.1952,0.084859,18.997,1.9171,0.20601,0.20585,0.17612,0.36397,18.273,2.7335,0.1074,0.08954,72.972,5.0019,4.3459,0.32526,2.3004,0.60159,0.1414,0.5887,0.070757,0.089557,117.41,1.314,2.1595,22.125,0.19792,0.08604,0.39487,19.78,21.813,312.69,0.28839,0.91519,0.10277,19.214,3.7088,62.654,5.8257,83.407,0
0.16129,0.24135,0.18048,1.0454,0,0.20077,2.3638,0.75865,0.83188,0.098059,380.04,4.1434,0.20077,0.084935,26.758,1.2753,0.23697,0.37036,0.16129,0.79683,5.5316,3.8802,0.09966,0.091445,39.847,9.16,9.16,0.15307,2.3638,0.75865,0.064756,0.02747,0.03002,0.10025,64.111,0.93076,1.0298,28.611,0.20595,0.087124,0.24135,1.3122,1.3122,1369.8,0.2126,0.91833,0,13.641,9.7716,37.267,9.7943,4.0885,0
-0.008949,0.32179,0.38408,-43.283,0,-0.008949,0.69469,0.67821,-0.028923,-0.012882,-13125,3.1077,-0.008949,-0.012882,240.48,0.70654,0,0.37387,0.66949,-0.02781,0,3.7581,0.46241,-0.014737,179.71,2.031,1.9529,0.0083432,0.69469,0.67821,0.01201,0.0080618,0.043878,0,363.06,-0.019552,0.76209,265.84,0,0,0.30941,2.2127,2.2127,2200.3,-0.013195,0.90459,0,1.5178,2.9776,162.57,2.2452,2.2665,0
0.044256,0.38317,0.21179,31.037,0.1851,0.055731,1.0506,0.49557,0.2403,0.15655,794.43,2.6098,0.055731,0.049558,40.49,1.014,0.076193,0.23099,0.49557,0.4295,0.71186,4.9207,0.30965,0.049558,79.087,4.6151,0.19885,0.076193,1.1538,0.64682,0.067754,0.17286,0.064106,0.067754,131,0.35476,1.3753,42.541,-0.044124,-0.039236,0.23192,0.89084,1.1627,17642,0.089304,0.95179,0.30521,9.0145,4.0326,75.275,4.8489,2.0215,0
-0.21214,0.70838,-0.24124,-330.91,0,-0.21214,0.57023,0.29162,-0.29948,-0.098457,-4605.3,1.4117,-0.21214,-0.37203,224.14,0.52532,-0.22029,-0.66705,0.10411,-0.079257,-2281.8,2.4303,1.2325,-0.37187,323.43,1.1285,1.1285,-0.22918,0.57023,0.29162,-0.40191,0.007868,-0.36728,-0.38631,295.44,-0.60582,0.16511,159.88,-0.37629,-0.65989,0.70838,0.54727,0.54727,-64.969,-0.72745,1.3612,0,1.6284,5.1195,453.42,0.80499,1.0701,0
0.1293,0.061692,0.6274,115.4,0.39213,0.16373,1.1207,0.90617,2.6539,0.14638,101.79,16.21,0.16373,0.10834,51.226,1.1571,0.15864,0.49385,0.90617,3.0278,1.1764,4.3782,-0.11513,0.10834,16.698,21.859,2.5715,0.15864,1.5242,0.90617,0.10497,3.8439,0.0093841,0.10497,109.16,0.60961,7.7318,57.408,0.10115,0.066932,0.061692,2.9146,2.9146,14990,0.14269,0.8923,0,7.1253,6.3007,14.9,24.497,4.8608,0
0.0083658,0.25781,0.36882,1.1981,0,0.015576,1.4035,0.74219,0.07299,0.042538,1576.1,3.8788,0.015576,0.011098,94.112,1.0134,0.02315,0.048583,0.64084,0.20361,2.0986,4.1987,0.182,0.01566,56.143,6.5012,5.3814,0.016162,1.4035,0.74575,0.011515,0.022644,0.12774,0.016494,150.16,0.023117,1.0325,95.208,-0.020977,-0.014946,0.2134,1.7765,1.7851,5828,0.011272,0.9891,0.0047926,3.8784,6.5128,55.497,6.577,3.3596,0
-0.23578,1.0241,0.062694,4.7118,0.16836,-0.23578,1.739,-0.024126,-0.27144,-0.11259,-1909.3,0.97644,-0.23578,-0.13559,2.9674,0.95821,-0.17597,-0.27517,-0.067426,-0.19117,-2.9417,3.1417,0.58404,-0.10531,172.11,2.1208,1.7988,-0.10325,1.739,0.12012,-0.059375,0.038535,-0.25106,-0.10119,188.46,-16.678,1.0559,2.8011,-0.21597,-0.1242,0.86864,-0.35137,1.7494,86.872,9.7731,1.1355,-5.9788,123,1.9678,182.32,2.0019,25.326,0
0.34577,0.27089,0.22175,45.609,0,0.34577,1.7855,0.72911,1.2764,0.22436,246.82,3.6916,0.34577,0.19365,9.0746,1.3193,0.34587,0.8,0.24135,1.4788,324.1,3.5962,0.023128,0.19365,69.024,5.288,5.288,0.35307,1.7855,0.72911,0.19774,0.85798,0.022535,0.19371,53.195,7.7891,1.6547,11.311,0.29104,0.163,0.27089,1.4371,1.4371,875.03,0.47423,0.80659,0,40.222,8.2728,55.375,6.5914,3.5192,0
0.65669,0.030955,0.94298,122.62,0.27974,0.65669,1.9574,0.96904,21.972,0.33815,17.071,32.305,0.65669,0.3355,45.879,0.95533,0.66055,2.5664,0.93643,21.382,49.211,3.2647,-0.060122,0.33555,8.1825,44.607,43.069,0.62414,1.9574,0.96904,0.31887,13.157,0.0015499,0.33747,108.08,2.6691,24.318,67.357,0.65537,0.33482,0.029888,35.721,35.721,1734.7,0.67767,0.67221,0,7.9557,5.8677,5.5734,65.49,72.152,0
-0.032411,0.27626,-0.064609,-134.64,0.00060637,-0.032411,0.33278,0.72374,-0.1938,-0.032981,-9187.5,3.6197,-0.032411,-0.097394,34.585,0.57982,-0.043113,0.084437,0.55344,-0.039728,4.0283,4.5183,0.83017,-0.097394,209.37,1.8745,1.1348,0.041233,0.33278,0.83276,0.12391,0.029188,-0.4248,-0.12956,107.21,-1.0279,0.42513,36.712,-0.064548,-0.19397,0.16724,0.80651,0.928,0.61367,-0.044782,0.87086,0.15064,10.554,5.0256,183.43,1.9898,0.37084,0
-0.05571,1.1246,-0.2637,-948.93,-0.11455,-0.056726,0.3547,-0.12464,-0.05419,-0.1007,-11493,0.88918,-0.056726,-0.15993,662.21,0.96514,-0.019875,-0.36287,-0.17026,-0.030856,-1.3646,3.4744,3.0908,-0.15991,972.22,0.37543,0.34945,-0.038304,0.3547,-0.12464,-0.10799,0.097136,33.083,-0.056035,701.21,-0.086571,0.13334,597.67,-0.040884,-0.11526,1.0468,-0.57462,-0.57462,-786.11,0.44698,1.1546,0,0.55119,9.3579,1077.2,0.33884,1.6353,0
0.059744,0.67371,0.049701,-21.599,0.17321,0.08578,2.7076,0.32629,0.12733,0.050686,1791.9,1.4843,0.08578,0.031682,27.211,1.0128,0.10535,0.18031,0.23295,0.16505,5.3841,3.6532,0.24783,0.031706,94.661,3.8559,3.8559,0.10982,2.7076,0.32629,0.040562,0.0049121,0.14322,0.038908,97.076,0.29598,0.77416,28.362,0.053893,0.019905,0.67371,1.1797,1.1797,223.65,0.1831,0.96832,0,13.413,5.2244,90.822,4.0189,9.7892,0
0.38846,0.61146,0.13112,22.517,0,0.38846,10.072,0.38854,0.80191,0.045727,484.56,1.6354,0.38846,0.038567,3.7582,1.1592,0.39264,0.88836,0.38854,0.75326,72.483,3.3862,0.048378,0.039105,18.295,20.035,15.872,0.40809,10.072,0.44723,0.040516,0.26679,0.043855,0.038981,17.622,3.7456,1.0566,3.9005,0.32051,0.031821,0.48442,1.0106,1.1633,319.03,0.99979,0.96407,0.15105,97.12,26.327,17.554,20.793,26.199,0
-0.078069,0.67148,-0.10786,-83.008,0,-0.07004,1.2871,0.32852,-0.19657,-0.054419,-3499.3,1.4893,-0.07004,-0.054419,9.2254,0.61762,0,0.045494,0.30947,-0.11626,0,3.4191,0.50166,-0.10884,138.62,2.633,1.3972,0.0018009,1.2871,0.58994,0.0013993,0.28554,-0.20103,0,41.607,-2.3999,0.60599,12.656,0,0,0.35632,0.43713,0.78498,-283.11,-0.23764,0.75062,0.79574,39.564,11.272,101.05,3.6121,1.7126,0
-0.017848,0.22541,0.26737,417.48,0,-0.017848,0.14212,0.77459,-0.080344,0.23624,2450.6,4.4363,-0.017848,-0.12558,0,0.74068,-0.029294,-0.020739,0.68268,0.14895,0.25691,2.7356,-1.4016,-0.12558,293.38,1.2441,1.2261,-0.13425,0.14212,0.77459,-0.94465,1.9407,0.33955,-0.20612,149.98,0.45381,2.2036,0,-0.080716,-0.56794,0.22214,1.5174,1.5174,145.46,-0.023042,1.069,0,7.8343,2.4337,570.52,0.63977,0.2784,0
0.067848,0.57622,-0.13037,-48.764,-0.080037,0.084398,1.2618,0.42378,0.18438,0.084858,1964.2,1.7354,0.084398,0.066886,7.325,1.8999,0.085439,0.1408,-0.012189,0.1571,54.654,3.7706,0.39787,0.066886,141.51,2.5793,2.049,0.081152,1.2618,0.42699,0.064314,0.16461,0.17765,0.067711,72.903,2.6793,0.65987,7.8285,0.062762,0.04974,0.45775,0.63004,0.63482,-768.75,0.1601,0.93338,0.0075843,49.829,5.5659,132.41,2.7566,1.876,0
