"Attr1","Attr2","Attr3","Attr4","Attr5","Attr6","Attr7","Attr8","Attr9","Attr10","Attr12","Attr13","Attr15","Attr17","Attr18","Attr19","Attr20","Attr21","Attr22","Attr23","Attr24","Attr25","Attr26","Attr27","Attr28","Attr29","Attr30","Attr31","Attr32","Attr33","Attr34","Attr35","Attr36","Attr38","Attr39","Attr40","Attr41","Attr42","Attr43","Attr44","Attr45","Attr46","Attr47","Attr48","Attr49","Attr50","Attr51","Attr52","Attr53","Attr54","Attr55","Attr56","Attr57","Attr58","Attr59","Attr60","Attr61","Attr62","Attr63","Attr64","class"
0.44538,0.43866,0.28113,"1.6409","24.128",-0.025949,0.51533,"1.2797",4.1697,0.56134,1.17478229152419,"0.13165","291.67","2.2797",0.51533,"0.12359","2.3166","1.9034",0.51825,0.106813439815814,"0.49239",0.42153,"1.0919","10.549","1.0033",2.562,"0.017648","0.12758","43.875","8.3192","8.3192",0.52041,4.1697,0.56134,0.124807540110799,"0.86037","0.026496","0.12429","29.971","27.654","16.829","1.5805","2.647",0.48463,0.116226587044632,"1.6409",0.43866,"0.1202","2.0033","2.0033",102.55,"0.12481","0.79343","0.87779",0,"157.56","13.199","38.399",9.50553959786623,"14.881",0
0.0819,0.34755,0.18855,"1.5625","-12.91",-0.00036595,0.087226,"1.8226",1.0067,0.63345,0.260236290948147,"0.089406","888.41","2.8773",0.087226,"0.054616","53.327","1.0228",0.1086,0.0813549220224496,"0.00496",0.63345,"0.39552","0.68452","0.39591",3.5505,"0.20247","0.054616","77.116","4.7331","0.31247",0.1086,1.6996,0.64581,0.107877222608523,"0.10235","0.069604","0.067998","111.86","58.529","0.351","0.8664","53.684",0.053035,0.0526820303963445,"1.507",0.33518,"0.21128","1.33","1.356",669.82,"0.0066397","0.12929000000000002","0.99336",0.0495224563896124,"6.8445","6.2362","76.604",3.00346082701832,"3.3533",0
0.11827,0.58828,0.25634,"1.5587","-2553.2",0,0.11827,"0.69988",5.2663,0.41172,0.257775549791853,"0.04249","959.58","1.6999",0.11827,"0.022457","6.4028","0.77986",0.15365,0.0224578926380951,"0.35948",0.19634,"0.38037","4.3421","0.89993",3.1672,"0.11171","0.029177","32.754","11.144","8.6912",0.1534,5.2663,0.53976,0.0291286102196988,"0.55474","0.075667","0.029177","31.926","25.523","1.2802","1.3574","6.5949",0.048154,0.00914380115071303,"1.2157",0.45881,"0.089736","1.4454","1.8949",376.71,"0.029129","0.28725","0.97759",0.314461284368017,"57.006","14.301","31.8",11.4781717922452,"18.488",0
-0.58654,1.4494,-0.19966,"0.83357","-187.88",-0.022905,-0.58654,"-0.31007",0.35524,-0.44943,-0.488905559723264,"-1.6511","-901.96","0.68993",-0.58654,"-1.6511","81.88","0.12705",-0.52435,-1.65110910933453,"-0.41181",-0.60945,"-0.40467","-8.4311","?",2.4948,"2.4373","-1.6511","818.07","0.44617","0.36929",-0.18002,0.35524,-0.19965,-0.506755995946402,"0.48649","-0.092141","-1.4761","427.83","345.95","-7.3604","0.76714","54.342",-0.52435,-1.47604436437338,"0.68993",1.1997,"2.2413","?","?",-62.385,"-0.50676","1.3051","2.6511",-0.555659390783882,"4.4578","1.0551","1232.6",0.296107360173377,"?",0
0.074041,0.54773,0.063639,"1.1306","-34.613",0.23699,0.089805,"0.71246",1.0356,0.39024,0.184366659823445,"0.090165","1272.3","1.8257",0.089805,"0.05153","19.24","0.8078",0.10321,0.0714957512553109,"0.27523",0.39024,"0.2581","0.61329","0.14165",5.9044,"0.27873","0.05153","105.65","3.4548","0.18843",0.10321,1.8146,0.45087,0.0996620316724604,"0.38816","0.10559","0.059221","75.747","56.507","0.80598","0.94206","19.925",0.035877,0.034643684820394,"1.0055",0.4871,"0.28945","0.86863","1.0036",51071,"0.03437","0.18972999999999998","0.96563",0.314319393193932,"18.971","6.4593","102.02",2.12605214535003,"3.8792",0
-0.036907,0.592,0.032953,"1.2383","-4.3317",0,-0.036907,"0.68965",1.4267,0.40827,-0.266919794604759,"-0.025869","-5854.6","1.6892",-0.036907,"-0.025869","12.658","0.7239",-0.030761,-0.0258687881124273,"0.13524",0.27294,"-0.062344000000000004","-1.7501","0.039748",3.3615,"0.37309","-0.025869","60.844","10.813","2.5256",-0.068521,1.476,0.40827,-0.0480276161771921,"0.44242","-0.6415","-0.021561","28.155","15.497","-0.74593","0.80025","12.079",-0.030761,-0.0215609448377374,"0.28924",0.13827,"0.092481","0.49246","0.49246",75.76,"0.4186","-0.090399","0.56206",1.11068655546575,"28.835","23.553","35.375",10.3182179793158,"1.7209",1
-1.5233,1.4272,-0.61112,"0.57169","-52.431",0,-1.5233,"-0.29932",4.3938,-0.42718,-1.06763386599383,"-0.29758","-398.4","0.70068",-1.5233,"-0.34669","13.016","0.56356",-1.5238,-0.346693067504211,"-1.5439",-0.5437,"-0.91617","?","-3.3156",3.1377,"0.29218","-0.34669","90.343","4.0401","4.0391",-1.3707,4.3938,-0.42718,-0.311962310528472,"0.12875","-0.03637","-0.3468","52.5","39.484","-9.7218","0.46187","9.9213",-1.7395,-0.395898766443625,"0.57153",1.4268,"0.24752","-2.3177","-2.3177",-839.14,"-0.31195","3.5659","1.3417",-0.000889554754435665,"28.042","9.2444","118.53",3.07947855340622,"23.839",0
0.028748,0.62691,0.022785,"1.0384","-39.474",0.05015,0.038925,"0.42837",1.0573,0.26855,0.0656640631589602,"0.042815","3357.5","1.5951",0.038925,"0.024453","35.829","1.542",0.049415,0.0271900122954696,"0.073305",0.26855,"0.092479","0.32821","0.05927",4.5935,"0.33895","0.024453","143.71","2.5399","0.078822",0.049415,1.6405,0.30268,0.0467369715312589,"0.19531","0.26208","0.031043","114.6","78.773","0.18398","0.77484","37.881",0.020186,0.019092026860872,"0.9819",0.59279,"0.39372","0.69857","0.78735",893.55,"0.054169","0.10705","0.94583",0.516328430459877,"10.187","4.6336","135.92",1.78359958838712,"4.1407",0
-0.25112,0.99253,-0.42996,"0.53398","-119.44",-1.4953,-0.25112,"0.0075296",1.837,0.0074733,-0.272184346581979,"-0.10597","-1861","1.0075",-0.25112,"-0.1367","48.816","1.1965",-0.23295,-0.136701143168209,"-0.83862",-1.5521,"-0.19613","-7.2429","-0.84746",4.2943,"0.53592","-0.11976","160.55","2.2735","2.1133",-0.26048,1.837,0.0075121,-0.141796407185629,"0.010348","-0.18746","-0.12681","95.988","47.172","-1.0221","0.26768","42.754",-0.2894,-0.157539466521502,"0.49637",0.92261,"0.43986","0.01473","0.014807",-8467.8,"-0.14179","-33.602","1.1328",9.35553236187495,"7.477","7.7376","183.31",1.99109049327451,"3.6209",0
-0.34103,1.0688,-0.074127,"0.93013","-13.901",-0.77993,-0.34103,"-0.064386",2.8132,-0.068817,-0.321453482891884,"-0.1144","-1212.1","0.93561",-0.34103,"-0.12122","5.1449","1.2772",-0.36923,-0.121224939570596,"-1.11",-0.63072,"-0.30112","-3.0924","-5.5875",3.5514,"0.26495","-0.11992","122.41","2.9818","2.9596",-0.35009,2.8132,-0.068817,-0.124445471349353,"0.31208","-0.10178","-0.13125","85.069","79.924","-8.6002","0.89275","4.5755",-0.38842,-0.138070524669416,"0.9232",1.0609,"0.33537","-5.1872","-5.1872",-263.84,"-0.12445","4.9556","1.1123",-0.115044247787613,"70.944","4.5668","137.64",2.65171081157508,"212.05",0
0.060045,0.67579,0.13025,"1.2264","-45.378",0,0.073675,"0.47975",2.6772,0.32421,0.128063618981401,"0.039326","2342.9","1.4797",0.073675,"0.02752","61.244","1.2511",0.096828,0.0224282832810399,"0.20153",0.31191,"0.13562000000000002","4.0285","0.44237",4.1019,"0.2343","0.033412","81.286","4.4903","3.8226",0.093875,2.6772,0.42461,0.0350646197519797,"0.089027","0.17539","0.036168","89.211","27.967","0.13367","0.44559","63.47",0.06522,0.0243612729717615,"1.044",0.5753,"0.2227","1.1011","1.4421",1646.8,"0.035065","0.1852","0.97253",0.309953425249067,"5.9597","13.051","78.436",4.65357204936555,"9.0922",0
-0.31624,1.1209,-0.30317,"0.71423","-264.16",-0.19539,-0.31624,"-0.10789000000000001",0.99472,-0.12094,-0.298086530304459,"-0.29519","-1393.4","0.8921100000000001",-0.31624,"-0.31792","180.85","0.68885",0,-0.317918610262184,"-0.22288000000000002",-0.31324,"-0.26195","0","-1.2514",3.94,"1.1139","-0.63585","345.93","1.0551","0.99861",0.04946,0.99472,-0.1024,0.0497225349847193,"0.020474","1.6525","0","270.07","89.222","-0.64166","0.24967","160.7",-0.022611,-0.022731019784462,"0.67597",1.0609,"0.94775","-0.4992","-0.42267",-2640.7,"-0.12533","2.6148","1.1421",-0.496444517942783,"2.0183","4.0909","389.28",0.937619002733528,"4.1057",0
0.058477,0.40904,0.15081,"1.9403","-16.29",0.098082,0.071283,"1.4340000000000002",1.0611,0.58657,0.444435438618368,"0.21611","1111.1","2.4448",0.071283,"0.11464","100.66","1.2749",0.073537,0.0551097917255678,"0.12821",0.58657,"0.29721","1.2549","0.21894",4.8862,"0.60637","0.11464","99.903","3.6535","0.17978",0.073537,0.6775,0.83522,0.0693026104985393,"0.2183","0.098426","0.11827","162.13","61.471","0.34104","0.87119","106.81",0.010444,0.00984261615304872,"0.7608",0.16039,"0.27371","0.85158","1.2126",11603,"0.057574","0.099694","0.94243",0.431389263003563,"3.6262","5.9378","94.151",6.61574911154062,"0.9027",0
0.16868,0.51731,-0.084976,"0.81346","-46.69",0.27051,0.21371,"0.85312",1.1529,0.44132,0.469135531457172,"0.14965","725.68","1.9331",0.21371,"0.12291","21.41","1.3441",0.22536,0.146309306965045,"0.35078",0.44132,"0.41594","1.4943","-0.135",4.4121,"0.29699","0.12291","110.25","3.3106","0.43564",0.22536,1.7463,0.50309,0.195472287275566,"0.0077627","0.062562","0.12962","77.05","55.64","1.6539","0.58958","24.683",0.17887,0.155147887934773,"0.71634",0.45554,"0.30206","0.70114","0.79927",-2194.7,"0.13261","0.38221","0.86739",0.233707967008067,"17.048","6.56","95.632",2.53084251657374,"2.7623",0
0.021085,0.86115,-0.14986,"0.73868","-73.007",0,0.029865,"0.16124000000000002",2.3545,0.13885,0.052078610539532,"0.045044","2963.7","1.1612",0.029865,"0.012684","42.299","1.0936",0.18548,0.00895519218517732,"0.044411",0.11446,"0.11295999999999999","1.1891","-0.25999",3.3932,"0.36332","0.065408","95.902","3.806","2.5345",0.17195,2.3545,0.42654,0.0730303673816097,"0.017734","0.1097","0.078776","64.091","21.792","0.077274","0.26286","45.632",0.10929,0.0464174984073052,"0.4919",0.57346,"0.26275","0.24089","0.74001",-370.58,"0.073029","0.15186","0.98748",2.07194814548073,"8.629","16.749","88.899",4.10577895581209,"4.0849",0
0.16307,0.49083,0.029988,"1.1454","-16.328",0.0060182,0.16307,"1.0374",1.1682,0.50917,0.790604091922816,"0.21295","720.13","2.0374",0.16307,"0.13959","19.865","1.0126",0.18222,0.139590823489129,"0.4334",0.14776,"0.50685","7.9904","0.039264",4.0573,"0.40659","0.15911","73.73","4.9505","2.0803",0.14714,1.1682,0.78478,0.125954459852765,"0.11962","0.061065","0.15598","66.104","46.239","2.5648","0.83713","22.728",0.096512,0.0826159904126006,"0.48132",0.20626,"0.202","0.66667","1.0275",342.16,"0.12595","0.32026","0.8662",0.558889958167213,"18.374","7.8937","64.444",5.66372539513236,"1.5296",0
0.10627,0.45405,0.41419,"2.7591","71.519",0,0.13218,"1.2024",1.1775,0.54595,0.561369234689544,"0.12327","1141.7","2.2024",0.13218,"0.11225","65.371","0.83836",0.15057,0.0902505307855626,"0.38915",0.52611,"0.26262","8.1693","1.1822",3.4014,"0.11621","0.12777","83.881","4.3514","2.2565",0.15299,1.1775,0.76454,0.129927813163482,"1.3571","0.092543","0.12787","102.32","36.951","0.50388","1.8634","75.133",0.1376,0.116857749469214,"1.4308",0.23546,"0.22981","1.5583","2.1822",1043.8,"0.12992","0.19465","0.88786",0.40038465060903,"5.5835","9.8779","72.983",5.00084940117217,"3.361",0
0.15914,1.0259,0.14699,"1.1918","12.053",-0.24138,0.15914,"-0.02523",3.6909,-0.025883,0.207627173927225,"0.054722","1853.9","0.97477",0.15914,"0.043117","2.9814","0.77786",0.17115,0.0431168549676231,"-0.080798",-0.082236,"0.19688","9.7556","1.6985",2.9481,"0.18172","0.04787","79.192","4.609","3.4436",0.15821,3.6909,0.23353,0.0428648839036549,"0.46337","0.15981","0.046371","55.211","52.23","5.2787","1.1524","3.1149",0.12832,0.0347665880950446,"0.89041",0.76647,"0.21696","-0.29908","2.6985",130.42,"0.042865","-6.1485","0.95711",-10.0225244368891,"122.43","6.9883","75.797",4.81545265959529,"42.649",0
0.098391,0.68143,0.30894,"1.4534","-17.816",0.35464,0.12156,"0.46454",1.0218,0.31655,0.178389563124606,"0.019259","1983.7","1.4675",0.12156,"0.018671","34.946","1.0385",0.14208,0.0962918379330593,"0.4384",0.31655,"0.15001","0.22299","32.095",4.6819,"0.10113","0.018671","39.036","9.3503","0.2085",0.14208,6.5154,0.31655,0.13904873752202,"0.03485","0.15355","0.021823","54.192","19.246","0.15785","0.53864","35.707",0.13825,0.135300450185946,"1.4534",0.68143,"0.10695","32.886","32.886",14851,"0.021335","0.31082","0.97867",0.00638129837308506,"10.445","18.965","38.203",1.49949371175322,"676.37",0
0.081309,0.27697,0.2691,"4.1974","29.539",-0.0032846,0.10227,"2.6105",1.1037,0.72303,1.21517092239874,"0.12788","716.28","3.6105",0.10227,"0.092666","62.485","1.121",0.11783,0.0736694754009242,"0.36199",0.72143,"0.4339","7.2705","0.41608",4.6512,"0.18653","0.10344","31.418","11.618","3.5302",0.1259,1.1037,0.90856,0.114070852586754,"0.88203","0.058917","0.10677","92.279","29.794","0.43035","1.9525","70.531",0.078966,0.0715466159282414,"1.2754",0.084161,"0.086075","1.118","1.4048",12054,"0.11407","0.11245999999999999","0.90794",0.266668049735142,"5.8414","12.251","27.834",13.1141502596214,"1.7065",0
0.15745,0.03036,0.49726,"17.379","122.67",0.42777,0.19813,"31.833",1.1882,0.96645,6.52602108036891,"0.19234","49.098","32.939",0.19813,"0.16885","52.156","1.1323",0.18434,0.132511361723616,"0.53211",0.96645,"6.0941","1.8666","1.0527",4.1664,"-0.19311","0.16885","11.221","32.528","6.0718",0.18434,1.2088,0.96645,0.155142231947484,"8.5453","0.0047103","0.15709","83.42","31.265","0.93903","11.856","61.973",0.15677,0.131939067497054,"17.379",0.03036,"0.030743","2.0459","2.0459",7295,"0.15842","0.16292","0.84158",0.00330073982099431,"6.9983","11.675","9.4434",39.137022397892,"2.4841",0
-0.023012,0.59465,-0.05934,"0.88252","-75.751",0.016517,-0.024516,"0.63",0.95934,0.37463,-0.0485350015837821,"0.053979","3239.4","1.6817",-0.024516,"-0.019751","56.066","1.008",-0.0037823,-0.0239873246190089,"0.022762",0.37463,"0.1152","-0.029233","-0.10707",4.6623,"0.46399","-0.019751","142.5","2.5615","-0.0063606",-0.0037823,1.3185,0.46415,-0.0039426063752163,"0.042999","0.22283","-0.0030472","124.7","68.634","-0.12069","0.50507","53.786",-0.0953,-0.0993391289845102,"0.74966",0.50512,"0.3904","0.67596","0.83749",-2726.6,"-0.042383","-0.061426","1.0424",0.320983370258655,"6.5102","5.3181","148.54",1.89923186569528,"2.2396",0
0.10345,0.16551,0.28525,"2.8504","40.952",0,0.13573,"5.0418",1.402,0.83449,0.880448884276077,"0.12766","337.55","6.0418",0.13573,"0.096811","37.398","1.0411",0.13965,0.0737874465049929,"0.45718000000000003",0.8276,"0.8863200000000001","35.074","0.50883",3.8611,"0.10328","0.096939","45.171","8.2146","7.6509",0.15633,1.406,0.83449,0.111504992867332,"0.15044","0.030165","0.09961","108.36","70.961","0.72017","1.9186","41.404",0.096404,0.0687617689015692,"2.6548",0.15416,"0.12173","1.4886","1.4886",2071.9,"0.11151","0.12397","0.90347",0.0136011216431594,"9.7599","5.1436","40.134",9.094447327452,"2.5009",0
0.11117,0.23423,0.40235,"2.8149","69.477",-0.03478,0.12102,"3.2693",1.8817,0.76577,0.545897424331273,"0.097251","467.19","4.2693",0.12102,"0.064317","12.692","1.0743",0.12052,0.0590795557208907,"0.64308",0.75003,"0.73919","52.21","1.0702",3.5018,"0.11445","0.065544","44.859","8.1366","7.701",0.077889,1.8817,0.76577,0.0413928894085136,"0.088575","0.042784","0.064047","117.24","104.55","1.6989","2.5198","13.24",0.058544,0.031112292076314,"2.6642",0.22169,"0.1229","2.0368","2.0368",1277.7,"0.041393","0.14517","0.93751",0.0163756741580371,"28.757","3.4912","43.002",8.48797870900807,"5.005",0
0.012852,0.2989,0.023562,"1.0902","-16.418",0.087003,0.019992,"2.0449",1.0046,0.61123,0.0765097588978186,"0.028657","1259.8","3.3456",0.019992,"0.0066153","18.531","0.99856",0.022154,0.0127931515030858,"0.11024",0.61123,"0.26585","0.073643","0.032947",5.0219,"0.073298","0.0066153","31.703","11.513","0.074118",0.022154,3.077,0.64883,0.0220525582321322,"0.31261","0.11071","0.0073307","24.539","6.0084","0.083769","0.50299","18.616",-0.044458,-0.0442544296237308,"0.95302",0.2613,"0.086859","0.8547","0.90728",2478.2,"0.0045627","0.021027","0.99544",0.208546700914549,"19.697","60.748","31.559",3.84462303865289,"4.2259",0
0.0032103,0.85287,-0.35513,"0.51773","-176.91",0,0.0045327,"0.17251",0.87719,0.14713,0.00615554891629094,"0.042332","8383.2","1.1725",0.0045327,"0.0051673","21.278","1.0358",0.010487,0.00365975444316511,"0.065647",0.088111,"0.041989","1.6433","-0.57393",3.928,"0.92303","0.010442","310.51","1.1755","1.0149",0.011618,0.87719,0.26364,0.0132445650315211,"0.062827","0.65979","0.011956","139.38","118.1","0.062779","0.44829","21.564",-0.022114,-0.0252100457141554,"0.44701",0.73636,"0.85072","0.23778","0.42607",-3008.5,"0.013244","0.02182","0.9947",0.791884727791748,"17.154","3.0905","306.4",1.19125156173611,"1.4177",0
0.046615,0.90204,-0.11448,"0.87291","-90.924",0.11875,0.057299,"0.1012",1.0735,0.091287,0.0636125451013045,"0.056326","3075.5","1.1086",0.057299,"0.030148","59.8","1.0426",0.10553,0.0434233814625058,"0.15597",0.091287,"0.10684","0.59603","-0.53562",5.0777,"0.38865","0.030148","185.7","1.9656","0.11699",0.10553,1.9107,0.092585,0.0983046110852352,"0.19108","0.19098","0.055523","117.95","58.145","0.1497","0.52721","64.195",0.055771,0.0519524918490918,"0.87165",0.90075,"0.50876","0.42711","0.43318",-13690,"0.068463","0.51065","0.93154",0.0872303832966343,"6.1037","6.2774","172.98",1.19178462392451,"8.8924",0
0.072737,0.28556,0.14941,"1.5314","-23.072",0.2743,0.072737,"2.486",1.037,0.70992,0.258684828223913,"0.080354","720.13","3.5019",0.072737,"0.040381","51.284","0.94195",0.075297,0.0701417550626808,"0.2743",0.70992,"0.50685","0.4335","0.26239",4.0913,"0.11611","0.040381","59.087","6.1774","0.26368",0.075297,1.8216,0.7143,0.0726104146576664,"0.28256","0.063737","0.041803","71.154","19.87","0.2874","0.63129","53.182",0.0032957,0.00317810993249759,"1.5079",0.28118,"0.16188","1.2468","1.2545",1843.8,"0.035688","0.10246","0.96431",0.0125366238449402,"7.1172","18.369","56.978",3.68802902055623,"3.1634",0
0.10727,0.12251,0.63266,"6.164","133.97",0,0.10727,"7.1624",1.4281,0.87749,0.875601991674149,"0.096021","326.11","8.1624",0.10727,"0.075113","36.765","0.92777",0.11536,0.0751137875498915,"0.48677",0.87225,"1.1193","6.4708","2.5841",3.5818,"-0.20859","0.075229","34.337","10.63","10.63",0.12577,1.4281,0.87749,0.088068062460612,"3.5562","0.028121","0.080781","81.658","44.892","0.74571","4.9899","40.316",0.085505,0.0598732581751978,"6.164",0.12251,"0.094074","3.5841","3.5841",2415.2,"0.088067","0.12224000000000002","0.92569",2.81645012942895e-17,"9.9278","8.1305","31.313",11.657007591217,"5.833",0
0.035949,0.73351,-0.035345,"0.92896","-45.279",0,0.04459,"0.36331",1.434,0.26649,0.0896245377070269,"0.092753","2012.9","1.3633",0.04459,"0.031096","29.463","1.2552",0.062064,0.0250690376569038,"0.11213",0.26247,"0.16955","2.8864","-0.065719",5.262,"0.48731","0.04481","131.18","2.7825","1.8873",0.04961,1.434,0.40977,0.0345955369595537,"0.093722","0.16248","0.043281","105.77","76.31","0.31057","0.6963","30.519",-0.026351,-0.0183758716875872,"0.63008",0.49752,"0.35939","0.49549","0.7619",-6461.4,"0.034596","0.1349","0.96953",0.885549176329318,"12.388","4.7831","126.64",2.88229618909793,"2.6662",0
0.1652,0.57019,0.092789,"1.2466","-54.921",0,0.1652,"0.75379",2.2107,0.42981,0.43902309389035,"0.11435","823.28","1.7538",0.1652,"0.074729","64.181","0.97841",0.17462,0.0747274618898991,"1.0238",0.1652,"0.44335","18.272","0.17477",3.6493,"0.23722","0.079052","67.465","5.4103","3.5704",0.17489,2.2107,0.62371,0.0791106889220609,"0.12503","0.072485","0.078989","69.68","5.4988","0.42499","0.21354","69.694",0.087032,0.0393685258063057,"0.82266",0.37629,"0.18483","0.80955","1.1748",413.83,"0.079111","0.38437","0.92535",0.451129568879272,"5.6871","66.378","62.127",5.87499003428207,"4.1639",0
-0.24793,0.44153,0.11582,"1.265","-34.544",0,-0.24793,"1.2648",1.6144,0.55847,-0.567254673164482,"-0.10232","-975.64","2.2648",-0.24793,"-0.15357","56.685","0.92687",-0.24072,-0.153574083250743,"-0.238",-0.24793,"-0.37411","-33.359","0.25903",3.5205,"0.26794","-0.15357","85.694","4.2593","4.2163",-0.24719,1.6144,0.56293,-0.153115708622398,"0.10238","-0.093169","-0.1491","114.88","58.199","-0.98889","0.69134","49.158",-0.32347,-0.200365460852329,"1.2522",0.43707,"0.23478","1.249","1.259",383.94,"-0.15312","-0.44395","1.1529",0.00798610489372758,"6.4391","6.2716","98.816",3.69368751000984,"3.6107",0
0.18339,0.14914,0.091112,"1.8876","5.8728",0,0.22898,"5.7052",1.0291,0.85086,2.23068679980516,"0.32255","163.99","6.7052",0.22898,"0.22251","27.872","1.6104",0.23653,0.178204256146147,"0.44762",0.51189,"1.92","31.322","0.11301",3.8314,"0.14492","0.22627","47.528","7.6797","5.286",0.24074,1.0291,0.89583,0.233932562433194,"0.013146","0.014644","0.22984","68.246","40.375","2.3338","1.1221","36.383",0.13357,0.129793023029832,"1.2992",0.10265,"0.13021","1.0554","1.1111",618.04,"0.23394","0.21554","0.7807",0.0546388360012221,"13.096","9.0403","36.409",10.0253287871408,"1.2764",0
-0.12085,0.95691,0.40672,"3.731","-4.0417",-0.12744,-0.11147,"-0.0029691",0.86537,-0.0028412,-0.748472436715235,"-0.11032","-4008.2","1.045",-0.11147,"-0.14112","190.2","0.98538",-0.12856,-0.13965124744329,"-0.12079",-0.0028412,"-0.10087","-1.4085","0.91533",5.4907,"1.2008","-0.14112","59.555","6.1288","-0.13435",-0.12856,0.82032,0.80514,-0.148560731247905,"0.091189","-0.30182","-0.16277","250.49","60.294","-0.29362","0.9673","164.59",-0.1529,-0.176687428498792,"0.58067",0.14893,"0.16316","-0.0063941","1.812",125890,"-0.15557","42.536","1.1556",-300.545966493031,"1.919","6.0536","68.82",5.81058215268918,"1.7776",0
0.019098,0.77906,-0.079317,"0.87465","-75.854",-0.08149,0.019098,"0.28359",2.0942,0.22094,0.030182059548644,"0.025159","5396.9","1.2836",0.019098,"0.0091193","46.967","1.2407",0.031065,0.00911947282972018,"0.0061229",0.20284,"0.067631","2.3927","-0.17762",3.7739,"0.3517","0.013929","111.68","3.2684","2.6546",0.02612,2.0942,0.36724,0.0124725432145927,"0.19344","0.40165","0.014833","75.126","28.159","0.070869","0.44877","47.56",-0.0025264,-0.00120637952440073,"0.7104",0.63276,"0.30596","0.49476","0.82238",-471.25,"0.012472","0.08644","0.99091",0.662170725083733,"7.7714","12.962","110.28",3.30962766293697,"4.6898",0
0.00012473,0.61759,0.44965,"2.3348","-160.58",0.19634,0.00057217,"0.6126",1.0181,0.37834,0.00169858987679976,"0.032727","16434","1.6192",0.00057217,"0.0013652","545.78","1.0333",0.0091113,0.000122512523327767,"0.24213",0.37834,"0.021485","0.22132","2.1061",4.9575,"1.4715","0.0013652","298.65","1.2222","0.014753",0.0091113,0.46338,0.65908,0.00894931735585895,"0.0046704","0.91232","0.021739","683.57","137.78","0.00019903","0.47436","555.64",-0.0040331,-0.00396139868382281,"1.2735",0.33685,"0.81822","1.7721","3.087",40771,"0.017735","0.00032969","0.98226",0.752788497118994,"0.66876","2.6491","293.35",3.02241353718272,"1.9631",0
0.057815,0.77008,-0.3097,"0.19606","-114.03",-0.58927,0.057815,"0.29838000000000003",1.0537,0.22978,0.150079173480778,"0.05487","4861.7","1.2986",0.057815,"0.05487","0.27691","1.0073",0.031606,0.0548685584132106,"-0.079547",-0.53155,"0.075077","5.6368","-0.33509",3.4195,"0.7295","0.05487","137.21","2.6844","1.3429",0.029037,1.0974,0.61463,0.0275571794628452,"0.047984","0.81216","0.029996","19.76","19.483","72.324","0.050059","0.28215",0.031606,0.0299952548163614,"0.098077",0.38523,"0.37252","0.24861","0.665",-813.59,"0.027457","0.25162","0.94231",1.67547219079119,"1318.1","18.734","133.45",2.73524907198297,"1.14",1
0.12594,0.74439,0.12761,"1.5326","-9.4399",-0.10337,0.12594,"0.34338",1.475,0.25561,0.525647981969197,"0.087712","2100.1","1.3434",0.12594,"0.085385","38.897","1.2698",0,0.0853830508474576,"0.026374",0.17793,"0.1738","0","0.20165",4.1097,"0.47711","0.17077","70.597","5.1702","1.6641",0.0066726,1.475,0.73473,0.00452379661016949,"0.18141","7.2294","0","80.11","41.213","0.80124","0.87654","46.316",-0.0034322,-0.00232691525423729,"0.49328",0.23959,"0.19342","0.40393","1.1611",1642.8,"0.16018","0.49272","0.8406",1.97488361175228,"9.3838","8.8564","59.288",6.15635043198798,"2.3309",0
0.090131,0.41834,0.50527,"4.0836","28.721",0,0.090131,"1.3904",2.9228,0.58166,0.550082392432103,"0.033226","1572.3","2.3904",0.090131,"0.030837","34.793","1.1918",0.096829,0.0308372108936636,"-0.071233",0.58166,"0.23214","13.18","1.5271",2.7314,"0.079625","0.03084","21.162","17.248","6.7555",0.096689,2.9228,0.58166,0.0330809497741891,"1.1435","0.13433","0.033129","60.162","25.37","0.32351","2.3833","35.983",0.089845,0.0307393595182702,"1.5995",0.16385,"0.057979","1.7579","1.7579",272.21,"0.03308","0.15496","0.96917",0.437523639239418,"10.491","14.387","20.462",17.8382667073543,"8.8335",0
0.19009,0.083793,0.5432,"7.5589","65.604",0.52373,0.23737,"10.827",1.2105,0.90722,2.86612975283449,"0.1976","107.24","11.934",0.23737,"0.16446","56.404","1.1239",0.2474,0.157034283353986,"0.65624",0.90722,"2.8393","2.0749","1.4525",4.8428,"0.045542","0.16446","25.352","14.397","2.9525",0.2474,1.4516,0.90819,0.204378356051219,"1.5656","0.0093313","0.17141","125.53","69.123","0.85228","4.8658","68.274",0.19957,0.16486575795126,"7.471",0.082819,"0.069458","2.4258","2.4284",37823,"0.17386","0.20953000000000002","0.82614",0.01097969621481,"6.4712","5.2805","20.944",14.6162112558712,"3.8592",0
0.12279,0.50474,0.28894,"1.5725","17.777",0.34323,0.16462,"0.8297",1.0571,0.41878,0.326148115861632,"0.061499","857.71","1.9812",0.16462,"0.047134","0","0.91544",0.18314,0.116157411786964,"0.45894",0.41878,"0.34269","0.55431","1.4005",4.8118,"0.14321","0.047134","55.761","6.5458","0.36284",0.18314,3.4961,0.41878,0.173247564090436,"0.26315","0.071123","0.052437","69.064","69.064","?","1.5725","0",0.13297,0.12578753192697,"1.5725",0.50474,"0.15277","2.0298","2.0298",18732,"0.054019","0.29322","0.94598",0.18262572233631,"?","5.2849","52.749",2.09434560367714,"16.928",0
