"X1","Attr1","Attr2","Attr3","Attr4","Attr5","Attr6","Attr7","Attr8","Attr9","Attr10","Attr12","Attr13","Attr15","Attr17","Attr18","Attr19","Attr20","Attr21","Attr22","Attr23","Attr24","Attr25","Attr26","Attr27","Attr28","Attr29","Attr30","Attr31","Attr32","Attr33","Attr34","Attr35","Attr36","Attr38","Attr39","Attr40","Attr41","Attr42","Attr43","Attr44","Attr45","Attr46","Attr47","Attr48","Attr49","Attr50","Attr51","Attr52","Attr53","Attr54","Attr55","Attr56","Attr57","Attr58","Attr59","Attr60","Attr61","Attr62","Attr63","Attr64","Attr65","Attr66","Attr67","Attr68","Attr69","class","Attr70"
2125,0.015272,0.4625,0.43406,2.2287,2.154,0,0.028184,1.1622,1.6308,0.5375,0.079780338,0.066876,1547.9,2.1622,0.028184,3665.22332527294,93.666,1.0057,0.075738,0.009364729,NA,0.42282,0.20789,1.567,2.0409,4.6568,0.26077,0.022696,83.658,4.363,3.3326,0.08948,1.6308,0.63637,0.054868776,0.12474,0.098436,0.046443,166.35,72.688,0.036493,1.0441,99.104,-0.0051388,-0.003151091,1.7023,0.35327,0.2292,2.5274,2.9922,19695,0.054869,0.028413,0.98309,0.203218605,3.8968,5.0214,79.067,4.616299148,7.668,0.0330211184,-5977.1371374743,0.028413023255814,3.75708427406349,0.00610612682405197,0,0
2126,0.20946,0.074924,0.44438,6.931,44.171,0.4861,0.25937,12.25,1.287,0.91786,3.461774598,0.27877,100.66,13.347,0.25937,33682.9050707493,43.439,1.1914,0.21887,0.162750583,0.60232,0.91786,2.9598,2.8904,0.92444,4.6554,0.0726,0.26614,36.114,10.107,2.9212,0.21887,1.0216,0.91786,0.17006216,3.2188,0.010655,0.22459,104.17,60.732,1.806,5.383,55.905,0.20657,0.160505051,6.931,0.074924,0.098943,1.9094,1.9094,20100,0.22298,0.22821,0.77702,0.007861765,8.4025,6.01,28.061,17.17740644,2.0274,2.79566262,-43349.5400490644,0.228204737105877,2.89616994464197,0.00548851329728296,0,0
2127,0.089776,0.21631,0.43528,3.0123,36.99,0.68717,0.089776,3.623,2.0759,0.78369,0.415033979,0.054418,698.9,4.623,0.089776,4618.88117587601,39.255,1.084,0.088898,0.043246785,0.22355,0.77695,0.52225,27.297,1.2493,3.7295,0.059533,0.043542,39.741,9.1845,9.1845,0.089208,2.0759,0.78369,0.042973168,0.47615,0.064326,0.042824,96.458,57.203,0.40211,1.9802,41.018,0.065707,0.031652295,3.0123,0.21631,0.10888,2.2493,2.2493,2334.7,0.042973,0.11455,0.9572,-1.09e-16,9.2981,6.3808,38.033,9.596874856,5.9582,0.415034448,-9588.22246667481,0.114555500261583,4.76911413343135,0.00825281798007752,0,0
2128,0.02691,0.5141,0.011734,1.0283,-49.587,0.18668,0.038128,0.94428,0.99706,0.48545,0.092032151,0.049115,2050.1,1.9452,0.038128,3947.50505375904,50.81,0.8588,0.05039,0.026989349,0.23962,0.48545,0.15622,0.26959,0.020444,4.4288,0.24668,0.020459,80.902,4.5116,0.098016,0.05039,1.9424,0.58526,0.050538583,0.13708,0.16284,0.027039,72.316,21.506,0.10373,0.40213,50.661,-0.003014,-0.003022887,0.82868,0.41429,0.22165,0.84576,1.0197,314.97,-0.0029451,0.055433,1.0029,0.206530024,7.1836,16.972,81.14,2.406671655,3.2468,0.052345332,-3935.85041829908,0.0554331033062107,84.9718765979206,7.59532116472404e-05,0,0
2129,0.065847,0.17748,0.24361,2.8781,-15.63,0.22037,0.083571,4.5449,1.1334,0.80663,0.644291111,0.17221,442.79,5.6344,0.083571,10204.5265064332,117.35,0.89961,0.10132,0.058096877,0.27952,0.80663,0.72445,1.3517,0.38872,4.5938,0.18968,0.09837,63.161,5.7789,0.57089,0.10132,0.85963,0.8544,0.089394741,0.12815,0.035568,0.11926,153.25,35.898,0.24107,0.77232,133,0.038594,0.034051526,2.1034,0.12971,0.17304,1.2871,1.3634,9561.3,0.11769,0.081632,0.88231,0.078920943,3.1104,10.168,55.727,8.737953897,1.3556,0.3710083368,-11565.6151595774,0.081632222952283,4.65251836952506,0.00106580931041753,0,0
2130,0.029571,0.18345,0.67379,6.4131,328.55,0,0.037546,4.4511,0.60491,0.81655,0.301646983,0.1571,704.62,5.4511,0.037546,2536.54184475982,109.47,0.66968,0.03361,0.048884958,NA,0.7817,0.47454,15.912,3.3399,4.0019,-0.13468,0.064435,76.47,4.7731,3.2386,0.01078,0.60491,0.84832,0.017820833,2.1492,0.067129,0.055563,320.25,210.78,0.163,4.9556,111.46,-0.023872,-0.039463722,4.3514,0.12447,0.20951,4.0476,4.2051,6767.3,0.017822,0.036215,0.94076,0.072230727,3.3343,1.7317,75.107,4.859885916,2.9985,0.1611944781,-1534.28449595266,0.036214561263854,0.897772302943054,0.0175711094329516,0,0
2131,0.48745,0.36256,0.19372,1.5343,18.66,0,0.48745,1.7582,2.4793,0.63744,1.344467123,0.20815,256.43,2.7582,0.48745,17319.3183843691,13.167,1.1599,0.49351,0.196607914,1.3618,0.48745,1.4234,81.425,0.43658,3.3593,0.14237,0.19711,66.439,5.4937,5.4937,0.48746,2.4793,0.63744,0.196611947,0.033418,0.023147,0.19906,80.112,66.945,5.4501,1.2876,16.39,0.46491,0.187516638,1.5343,0.36256,0.18203,1.4366,1.4366,443.09,0.19662,0.7647,0.80387,-9.69e-17,27.72,5.4523,53.376,6.838316417,5.5874,1.34448459,-42939.2700040713,0.764699422690763,12.798368779682,0.00420365989564117,0,0
2132,0.26523,0.1655,0.66908,5.0428,233.27,0.19734,0.32871,5.0423,1.1897,0.8345,1.986163142,0.29696,170.99,6.0423,0.32871,29052.6798937509,38.381,1.6513,0.32142,0.222938556,0.79037,0.83182,1.7511,140.61,4.0446,4.2706,-0.22598,0.27713,69.908,5.2211,5.2211,0.32561,1.1897,0.8345,0.273690846,2.6244,0.015944,0.27017,122.79,84.411,2.1201,4.2869,52.844,0.29683,0.249499874,5.0428,0.1655,0.19153,5.0446,5.0446,12475,0.27369,0.31783,0.72601,2.97e-17,9.5099,4.3241,50.775,7.188519637,7.1918,1.602599229,-34563.6199762834,0.317831036548832,1.77811323010701,0.0138159064819721,0,0
2133,0.013862,0.82775,-0.036148,0.95195,-29.962,-0.086386,0.011257,0.20416,1.0949,0.16899,0.014963843,0.047762,2456.2,1.2081,0.011257,775.090861702954,20.496,1.1,0.23253,0.012660517,-0.076333,0.16899,0.15175,0.98861,-0.12734,4.0209,0.31479,0.004371,116.74,3.1267,0.28092,0.23253,2.6055,0.24446,0.212375559,0.030217,0.079045,0.09029,98.272,77.776,0.095848,0.75971,22.442,0.12079,0.110320577,0.86515,0.75228,0.31983,0.59532,0.86119,-379.3,0.086693,0.082026,0.91331,0.465885555,17.808,4.693,106.62,1.455442123,9.0726,0.0167466822,-848.594689864764,0.082028522397775,-30.2893659400243,0.000257819605168851,0,0
2134,0.099285,0.15308,0.55335,4.7279,49.672,0,0.12472,5.5325,1.3561,0.84692,0.840261403,0.12653,325.64,6.5325,0.12472,13569.2479434339,103.47,0.98656,0.1201,0.073213627,0.30898,0.59981,0.95471,135.82,1.8555,4.4784,-0.027592,0.092022,44.076,8.2812,8.0298,0.12688,1.3561,0.84692,0.093562422,1.3223,0.030562,0.088565,136.06,32.587,0.25826,2.1379,114.16,0.073238,0.054006342,4.5844,0.14843,0.12076,2.8399,2.8399,16648,0.093566,0.11723,0.90915,0.005490483,3.5274,11.201,39.952,9.136293202,4.5472,0.6485792625,-18401.0855487578,0.11723067113777,2.45070931598446,0.0129536040649758,0,0
2135,0.31427,0.17041,0.11382,1.6679,4.6595,0,0.36267,4.8684,3.9678,0.82959,2.128220175,0.097356,161.01,5.8684,0.36267,11855.9299118233,6.2183,0.82957,0.37278,0.079205101,1.5905,0.7392,1.9829,11.025,0.15902,3.276,0.033203,0.091402,17.301,21.096,21.096,0.37289,3.9678,0.82959,0.093979031,0.22687,0.014329,0.093951,22.59,16.371,4.6492,1.2713,6.8633,0.34916,0.087998387,1.6679,0.17041,0.047401,1.159,1.159,214.9,0.093978,0.37883,0.90914,1.21e-16,58.698,22.295,15.676,23.28384484,5.5434,1.844262068,-47041.5724149955,0.378825684976916,34.8603057459146,0.00456992740060625,0,0
2136,0.082859,0.16484,0.46661,5.1657,67.434,-0.0024576,0.10145,5.0664,1.2348,0.83516,0.905722703,0.14964,325.62,6.0664,0.10145,9585.97308799257,78.747,0.95486,0.112,0.067103175,0.22878,0.51238,1.0082,8.7221,1.1073,4.3374,0.01515,0.086227,35.685,10.229,6.9504,0.089108,1.2348,0.83516,0.072163913,1.3153,0.028131,0.090701,127.48,48.737,0.31102,2.7873,84.872,0.028672,0.023219955,3.5101,0.11201,0.097766,1.9819,1.9819,10148,0.072163,0.099213,0.91975,0.06325734,4.6351,7.4892,33.109,11.02401571,2.9304,0.5026558376,-11836.5747935812,0.0992133243929307,2.64632133901974,0.0141515140698637,0,0
2137,0.23935,0.48252,0.53063,2.1737,18.303,0,0.29229,1.0725,4.8038,0.51748,0.646516257,0.063678,575.75,2.0725,0.29229,7784.08517497937,0,1.1414,0.29073,0.049825138,0.58313,0.3512,0.52425,32.833,30.735,3.071,0.089721,0.062469,36.341,10.044,9.4107,0.26295,4.8038,0.51748,0.054737916,0.77854,0.05285,0.060521,47.926,47.926,NA,2.1737,0,0.27713,0.057689746,2.0367,0.4521,0.099564,29.974,29.974,624.85,0.054738,0.46254,0.93964,0.058784881,NA,7.616,34.352,10.62552533,278.25,0.496052875,-37392.8824671895,0.462529952848419,9.05301245689086,NA,0,0
2138,-0.021818,0.44375,0.06737,1.2092,-103.85,0,-0.021818,1.2535,0.94361,0.55625,-0.067745141,0.019332,8878.8,2.2535,-0.021818,-2528.6110103406,92.509,0.909,0,-0.023121841,-0.062778,0.39012,0.041109,0,0.11034,4.5416,0.46458,-0.044338,166.96,2.1861,1.5866,0.0097572,0.94361,0.64949,0.010340289,0.077989,0.36923,0,140.92,48.41,-0.091229,0.46659,123.99,-0.04006,-0.04245398,0.87758,0.32206,0.45743,0.91103,1.0637,2344.8,0.25388,-0.039224,0.74791,0.218768539,3.9456,7.5398,124.57,2.929919891,1.5455,-0.049166863,2386.04087733601,-0.0392233707865169,14.0063826629063,0.00331309025256416,0,0
2139,0.01681,0.80323,0.0028386,1.0037,-97.827,0,0.016962,0.24497,2.1067,0.19677,0.021963252,0.013483,10322,1.245,0.016962,1413.98275990802,96.046,1.0007,0.038362,0.007979304,0.15224,0.1937,0.035172,1.6876,0.012623,4.2121,0.37786,0.018842,138.2,2.6841,2.5807,0.066991,2.1126,0.21992,0.031799022,0.020542,0.5376,0.01821,131.55,35.501,0.030322,0.28587,97.612,0.026921,0.012778754,0.96501,0.77229,0.37257,0.87502,0.97797,46.26,0.031799,0.085429,0.99197,0.157239417,3.8003,10.281,133.8,2.727861296,9.3686,0.02092845,-2978.80907566213,0.0854296894851857,742.161628972029,0.00270567175681881,1,0
2140,0.11625,0.34078,0.45514,2.3356,51.92,0,0.14373,1.9345,3.2496,0.65924,0.421767709,0.047414,807.28,2.9345,0.14373,1265.50514501903,0,0.96141,0.14402,0.035773634,0.97204,0.11625,0.37151,491.19,2.2301,1.9642,0.048955,0.04432,39.285,9.291,9.291,0.083456,3.2496,0.65924,0.02568193,0.53317,0.073584,0.04432,68.99,68.99,NA,2.3356,0,0.13367,0.041134293,2.3356,0.34078,0.10763,3.2302,3.2302,41.911,0.025682,0.17634,0.95658,-3.03e-05,NA,5.2906,38.276,9.535770879,15.923,0.341135625,-4112.23144271945,0.176339421151629,7.13978116623457,NA,0,0
2141,0.00037849,0.18741,0.47485,4.1154,172.16,-0.055837,0.00037849,4.3359,0.78341,0.81259,0.002483204,0.00048313,180730,5.3359,0.00037849,39.4377894400206,13.008,NA,0.00075698,0.000483131,0.00037849,-0.05547,0.0020196,0.60808,1.274,4.4352,-0.10904,0.00050937,95.614,5.1517,4.19,0.081204,0.78692,0.81259,0.103654536,2.2586,8.2525,0.00096626,131.86,118.86,0.013557,2.4417,12.977,0.00075698,0.000966263,3.3471,0.15242,0.19411,2.1801,2.1801,12935,0.25726,0.00046578,0.84499,0.043059846,28.06,3.0709,71.016,5.139811048,2.1018,0.002019584791,-30.8955801363332,0.000465782251812107,1.64980520164262,0.00835482603793691,1,1
2142,-0.073969,0.98931,0.057578,1.1113,-79.735,0,-0.073969,0.01084,0.68497,0.010724,-0.142968418,-0.10799,-4881.8,1.0108,-0.073969,-3646.9124793269,110.23,0.867,-0.0487,-0.107988671,-0.099286,-0.0098396,-0.074768,-1.3484,0.13553,3.6869,1.2617,-0.065965,551.89,1.5789,0.82571,-0.081102,0.77913,0.29429,-0.118402266,0.30286,-0.67714,-0.071099,222.88,112.64,-0.35756,0.7027,92.433,-0.0487,-0.071098004,0.58117,0.51738,0.63336,0.025242,0.69272,280,0.50045,-6.8976,0.50452,44.00372995,3.3111,3.2403,275.69,1.323920523,1.6123,-0.0747678652,2497.95167105425,-6.89751958224543,11.8963840355691,0.00127531501631626,1,0
2143,-0.28061,1.4558,-0.12434,0.85971,-32.419,-0.87203,-0.3633,-0.3131,2.926,-0.45581,-0.409915602,-0.10063,-1804.7,0.6869,-0.3633,-12804.0786699759,20.622,0.75083,-0.3567,-0.095902256,-0.57466,-1.1017,-0.14545,-54.02,-0.52231,3.3512,0.45336,-0.12191,97.913,3.7278,2.2694,-0.37791,2.926,-0.45581,-0.129155844,0.14777,-0.16859,-0.12191,78.711,58.089,-1.6974,0.67318,18.263,-0.42557,-0.145444293,0.52338,0.88628,0.26825,-1.9147,-1.9147,-279.14,-0.12916,0.61562,1.1225,-1.249489919,17.7,6.2834,110.56,3.301439726,12.291,-0.192751009,37464.4397449696,0.615629319233891,-23.5322502814862,0.00235522331239481,0,0
2144,0.028192,0.95573,0.42135,2.1431,12.535,-0.16721,0.036272,0.046319,2.5636,0.044269,0.098404775,0.05741,2370.2,1.0463,0.036272,1544.93358257114,47.81,1.1067,0.088676,0.010997035,-0.11387,-0.10533,0.14554,1.6272,2.006,3.5406,0.3561,0.026637,54.483,6.6994,2.5838,0.094173,2.5636,0.62167,0.03673467,0.12556,0.15962,0.034591,105.88,58.073,0.083956,1.2321,49.633,-0.022228,-0.008670619,0.82654,0.3686,0.14927,0.21075,2.9597,1463.1,0.036735,0.63683,0.98609,13.26280241,7.6344,6.2852,52.481,6.954964731,12.205,0.0294972896,-3960.44455600337,0.636833901827464,6.08425299632135,0.00587141990353909,0,0
2145,0.092753,0.64867,0.16138,1.2488,3.4091,0.26368,0.11718,0.40919,1.0648,0.26543,0.180646554,0.078656,1597.3,1.5416,0.11718,17706.7520953416,7.4929,0.99846,0.12943,0.087108377,0.33368,0.26543,0.19086,0.73128,0.84956,4.8069,0.16456,0.062177,133.77,2.7285,0.19953,0.12943,1.9326,0.26543,0.121553343,0.68565,0.13289,0.068679,70.748,63.255,2.3975,1.1891,7.9783,0.098373,0.092386364,1.2488,0.64867,0.3665,1.3974,1.3974,10344,0.060843,0.34945,0.93916,0.323625815,48.713,5.7703,125.63,1.641512634,9.9213,0.1429880248,-18854.065878211,0.349444297931658,6.5980914611476,0.000250201765015259,0,0
2146,0.042337,0.6603,0.26923,1.4077,-46.469,0,0.052963,0.51446,0.7333,0.3397,0.08021051,0.095459,3443,1.5145,0.052963,2902.37214476994,173.85,0.90669,0.087648,0.057734897,0.068562,0.33164,0.08992,2.4178,3.8206,3.7926,0.88493,0.11951,371.48,0.98255,0.98255,0.084525,0.7333,0.3397,0.115266603,0.019525,0.21025,0.11953,456.26,282.41,0.12122,0.87879,196.49,0.070611,0.096292104,1.4077,0.6603,1.0178,4.8206,4.8206,1670.2,0.11527,0.12463,0.92825,2.36e-16,2.0996,1.2924,328.66,1.110555808,10.406,0.0641193865,-2128.23949367509,0.124630556373271,2.72369349626713,0.00385671687602611,0,0
2147,0.0038034,0.035594,0.84149,24.641,334.41,0,0.0038034,27.094,0.44383,0.96441,0.106855088,0.07155,409.11,28.094,0.0038034,121.362933854154,377.37,1.369,0.004159,0.008569497,-0.11328,0.93641,0.89217,2.5815,6.8461,3.2518,-0.52746,0.0085695,29.537,12.357,12.357,0.0039798,0.44383,0.96441,0.008966947,7.5769,0.036948,0.0093707,499.51,122.14,0.0082886,11.749,380.78,-0.023794,-0.053610617,24.641,0.035594,0.080923,7.8461,7.8461,1502.7,0.0089669,0.0039438,0.99146,-4.15e-06,0.96722,2.9884,29.272,12.46923639,3.6109,0.1068527196,-53.832754895989,0.0039437583600336,0.527433481087119,0.0675086131513342,0,0
2148,0.09651,0.042357,0.79832,19.847,103.16,0.09469,0.09651,22.581,1.1154,0.95648,2.278489978,0.15751,84.812,23.609,0.09651,9457.24823928565,164.66,1.1345,0.12072,0.086525013,0.09469,0.95648,4.3036,1.1636,5.0106,4.3738,-0.15433,0.083392,14.901,24.495,2.8501,0.12072,1.1622,0.95648,0.108230231,5.299,0.0067436,0.10431,194.35,29.69,0.18485,7.5215,183.67,0.034944,0.031328671,19.847,0.042357,0.040825,6.0033,6.0033,18878,0.10349,0.1009,0.89651,0.001215917,2.2167,12.294,13.359,26.33330972,7.2638,2.27850459,-10548.4389994452,0.100901221144195,1.39718408658182,0.00632673731640328,0,0
2149,0.017273,0.36166,0.04387,1.2237,-57.895,0,0.017273,1.765,0.67098,0.63834,0.088060158,0.17811,1104.6,2.765,0.017273,1126.00887970147,59.167,0.81458,0.029805,0.025742943,0.061505,0.096388,0.33043,2.3097,0.057726,3.9662,0.53856,0.043185,102.83,3.5495,1.9251,-0.025264,0.67098,0.74295,-0.037652389,0.15771,0.091304,0.04442,113.74,54.573,0.15881,0.66915,57.02,-0.072428,-0.107943605,0.66366,0.19615,0.28173,0.83994,0.9776,405.88,-0.037653,0.027059,0.97628,0.259281887,6.169,6.6883,106.7,3.420749426,0.88289,0.047759845,-755.409929854294,0.0270592474230034,15.2947344426715,0.00335263393776632,0,0
2150,2.6476,0.31651,0.42193,2.3331,22.062,0,2.6476,2.1595,9.4888,0.68349,8.364980569,0.2809,43.343,3.1595,2.6476,88893.9134705802,0,1.7747,2.6649,0.279023691,6.5347,0.682,8.4212,43.931,1.6131,3.3027,-0.0029397,0.27902,16.929,21.56,21.56,2.6648,9.4888,0.68349,0.280836354,1.1034,0.0039327,0.28084,14.971,14.971,NA,2.3331,0,2.6471,0.278970997,2.3331,0.31651,0.046382,2.6131,2.6131,847.12,0.28084,3.8736,0.72225,9.56e-17,NA,24.38,12.175,29.97946352,36.278,8.3650922,-843493.900735721,3.87364848059226,22.4890384660963,NA,0,0
2151,0.061724,0.2941,0.12839,3.3678,33.615,0,0.080015,2.4001,0.76582,0.7059,1.475638094,0.13676,1025,3.4001,0.080015,4288.12229705989,32.39,1.3028,0.09561,0.080598574,0.20387,0.66347,0.29391,4.6951,0.15708,3.7703,0.32679,0.12449,30.633,11.915,2.1968,0.11973,0.76582,0.94578,0.156342221,0.85312,0.081474,0.12485,64.99,32.6,0.90826,2.1145,38.393,0.070894,0.092572667,0.62093,0.054224,0.083927,0.86361,1.1571,756.62,0.15635,0.087441,0.89691,0.339815838,11.269,11.196,25.844,14.12326645,0.93692,0.2098677724,-3283.82508399121,0.0874401473296501,5.9647947659475,0.00922706477506371,0,0
2152,0.17631,0.061606,0.56402,10.155,74.964,0.54125,0.17631,15.163,1.1568,0.93414,2.861896569,0.1614,106.88,16.232,0.17631,18088.5408637123,93.872,1.1782,0.17651,0.152411826,0.54125,0.93414,3.4151,1.5663,1.5066,4.4197,0.035561,0.13526,19.954,18.292,2.8651,0.17651,1.3131,0.93414,0.152584716,0.26732,0.0096179,0.13541,170.57,76.698,0.52591,4.7135,108.59,0.14243,0.123124136,10.155,0.061606,0.054669,2.4952,2.4952,14826,0.13551,0.18874,0.86449,0.004553921,3.8883,4.7589,17.25,18.77739181,3.4819,2.86186392,-20924.6373636224,0.188740445757595,2.0509910996064,0.00435795774929855,0,0
2153,0.2065,0.54445,0.45555,1.8367,24.803,-0.15834,0.22394,0.83685,5.0256,0.45563,0.41131417,0.04456,887.4,1.8367,0.22394,2233.59631965461,8.4992,0.7556,0.23657,0.041089621,0.06552,0.048162,0.37928,18.729,NA,2.0889,0.093061,0.047074,51.901,8.7964,8.7964,0.23649,5.0257,0.45563,0.047057068,0.15671,0.076714,0.047074,66.431,57.932,1.7646,0.37165,8.9186,0.23657,0.047072986,1.8367,0.54445,0.11368,NA,NA,55.9,0.23811,0.45323,0.76189,-0.000175581,42.945,6.3005,39.543,9.230599688,NA,0.37927855,-11224.9377233202,0.453218620371793,11.0319394138953,0.00402300472933483,1,0
2154,-0.013208,0.67552,-0.35144,0.4232,-15216,-0.12095,-0.0080451,0.48035,3.1457,0.32448,-0.013204274,0.0048332,16217,1.4803,-0.0080451,-359.154736480823,0.82111,0.89583,0.0059718,-0.004198747,-0.12519,-0.11493,0.014864,0.42605,-0.47354,3.5876,0.2084,0.0017183,71.745,5.1531,4.6479,0.045927,3.1457,0.39072,0.01459993,0.047024,0.7706,0.0018984,26.594,25.773,-1.8664,0.41158,0.82267,-0.017277,-0.005492259,0.3817,0.60928,0.19406,0.43722,0.52646,-1359.7,0.0146,-0.040703,1.0026,0.204142012,444.52,14.162,70.697,5.162979254,4.2385,-0.0195518024,1129.80825834497,-0.0407051282051282,-8.95088777600728,0.00114467157238795,0,0
2155,0.47154,0.77064,0.81537,7.4989,164.74,-0.50209,0.54784,0.29763,2.1173,0.22937,4.366650725,0.26805,495.62,1.2976,0.54784,6642.03306124947,25.512,2.7851,0.60323,0.222708166,0.046832,-0.030551,0.63744,10.891,13.779,2.2841,0.10197,0.27217,31.106,11.734,1.9103,0.64514,2.1173,0.87454,0.304699381,4.4431,0.041238,0.28491,66.093,40.581,3.1863,6.3194,36.692,0.58353,0.275601001,1.2208,0.12546,0.085223,3.8762,14.78,156.85,0.3047,2.0558,0.74311,2.812791559,14.307,8.9944,21.628,16.87629523,35.782,0.611870304,-14062.6090583185,2.05580503117234,2.59673522449931,0.020545044127601,0,0
2156,0.0035766,0.33151,0.22849,1.7577,7.9221,0.018221,0.0045288,1.7546,0.98947,0.58166,0.015018405,0.022969,1728.4,3.0165,0.0045288,345.587929379447,19.312,1.0742,0.006495,0.003614662,0.027316,0.58166,0.2083,0.021085,0.48618,4.1237,0.05673,0.0014859,35.732,10.215,0.019592,0.006495,3.1122,0.61162,0.00656412,0.52884,0.15143,0.0021309,44.376,25.064,0.022178,1.2229,19.109,-0.058983,-0.059610701,1.5988,0.30155,0.097895,1.2377,1.3014,3037.7,-0.010642,0.0061489,1.0106,0.200787402,18.9,14.563,36.112,3.281280053,6.4856,0.0107888139,-341.926161346651,0.00614895299659595,4.33047398135586,1.0153635407595e-05,0,0
2157,-0.10853,1.2126,-1.1016,0.090263,-641.81,0.061807,-0.10853,-0.3347,1.0489,-0.40585,-0.08962755,-0.15327,-4398.8,0.8247,-0.10853,-10762.4310097707,0,1.0049,0.031665,-0.103470302,0.079215,-0.40585,-0.082977,0.50594,-1.2368,4.3857,1.7856,-0.16532,706.21,0.51684,0.026114,0.031665,0.76192,-0.4042,0.030188769,0.0334,1.0073,0.048235,38.285,38.285,NA,0.090263,0,0.023752,0.022644675,0.090141,1.2109,1.9348,-0.45565,-0.45381,-26778,0.046627,0.26741,0.95337,-0.480349883,NA,9.5339,673.28,0.866215212,0.73702,-0.089504691,11288.5531212455,0.267414069237403,-0.952160493827161,NA,0,0
2158,0.12539,0.3658,0.31402,1.8584,49.499,0.40375,0.15698,1.2756,1.0661,0.46661,0.429141607,0.087346,647.26,2.7337,0.15698,67238.9865120049,26.542,1.008,0.15037,0.117615608,0.51049,0.46661,0.47756,0.67881,0.98076,5.8488,0.087457,0.066469,60.272,6.0559,0.41107,0.15037,2.3898,0.46661,0.141046806,0.010229,0.060229,0.063673,104.49,77.949,0.73016,1.389,28.296,0.10107,0.094803489,1.8584,0.3658,0.16513,1.4573,1.4573,221680,0.061991,0.26873,0.93801,0.359165041,13.752,4.6826,56.536,2.914434117,7.376,0.342778643,-71683.3904008779,0.268725488094983,3.39500668747214,0.000345614297672562,0,0
2159,0.0041538,0.0044453,0.27324,62.467,774.76,0,0.005128,223.96,0.1598,0.99555,1.153577936,0.20548,49.415,224.96,0.005128,128.98625207675,0,1.0185,0.005128,0.025993742,0.012577,0.43989,7.1673,NA,0.37828,3.0139,0.025255,0.032091,10.49,34.794,34.794,0.005128,0.1598,0.99555,0.032090113,0.092157,0.0045127,0.032091,633.33,633.33,NA,62.467,0,-0.022579,-0.141295369,62.467,0.0044453,0.02874,1.3783,1.3783,282.13,0.032091,0.0041723,0.96791,4.72e-06,NA,0.57632,10.154,35.94807999,0.22123,0.934438848,-20.5791673778646,0.00417236703329818,0.584833845703411,NA,0,0
2160,-0.088629,0.6806,-0.44592,0.32856,1277.7,0,-0.088629,0.4693,4.8253,0.3194,-0.133451282,-0.0030333,-16973,1.4693,-0.088629,-2732.1639335245,9.9284,0.91265,-0.10756,-0.018367563,-0.25589,0.056002,-0.021505,-13.838,-0.57038,3.2173,0.13024,-0.018368,49.141,7.4276,7.2478,-0.10756,4.8253,0.33587,-0.022290842,0.0785,-0.67585,-0.022291,12.562,2.6337,-0.67525,0.13093,9.712,-0.18155,-0.037624604,0.32061,0.66413,0.13463,0.40855,0.42962,-735.53,-0.022291,-0.27748,1.0239,0.051565435,36.763,138.59,50.237,7.265595591,6.1721,-0.1302225897,13183.4959918533,-0.277485911083281,-10.8209992823825,0.000900170737069916,0,0
2161,0.10337,0.05271,0.60171,12.416,205.62,0.36648,0.12801,17.455,1.1593,0.92007,2.428571429,0.15681,126.99,18.972,0.12801,21598.9178284737,31.863,1.0323,0.12403,0.089165876,0.44386,0.92007,2.4067,1.4883,1.7412,4.9172,-0.34621,0.1325,23.086,15.811,2.3531,0.12403,0.9879,0.92007,0.106986975,8.3852,0.011747,0.12838,80.259,48.395,1.2256,10.815,36.939,0.10054,0.086724748,12.416,0.05271,0.063249,2.6624,2.6624,49732,0.13742,0.11234,0.86258,0.029584706,11.455,7.542,19.913,21.99392905,2.7957,1.96113564,-25039.4436487166,0.112350147271403,1.92667564108956,0.0050623664552216,0,0
2162,0.016013,0.6285,-0.021439,0.95555,-121.11,0,0.016013,0.5911,1.5059,0.3715,0.033202015,0.14139,1077.4,1.5911,0.016013,2670.15285376259,52.012,1.1167,0,0.010633508,0.098423,0.36529,0.33878,0,-0.039764,4.9054,0.41492,0.025354,190.34,1.9176,1.4715,0.021601,1.5059,0.47968,0.014344246,0.025967,0.1064,0,108.66,56.653,0.074623,0.51061,84.691,-0.19691,-0.130759015,0.73325,0.48229,0.52149,0.68905,0.8897,-1724.4,0.38586,0.043104,0.6245,0.393566622,7.0176,6.4428,116.9,3.122395239,2.7931,0.0254782843,-4020.77026328009,0.0431036339165545,-70.2411493073371,0.00261803396562529,0,0
2163,-0.069338,1.0737,-0.13954,0.87003,-86.091,-0.1685,-0.069338,-0.068616,1.9709,-0.073671,-0.06457856,-0.020059,-9912.5,0.93138,-0.069338,-1061.22926852502,56.813,1.0114,-0.069338,-0.035180882,-0.17972,-0.22568,-0.036822,NA,-2.1184,2.5171,0.46164,-0.035181,185.57,1.9669,1.9669,-0.14091,1.9709,-0.073671,-0.071495256,0.20063,-0.90525,-0.035181,133.1,76.289,-0.22602,0.58431,53.022,-0.099141,-0.0503024,0.87003,1.0737,0.50841,-1.1184,-1.1184,-45.898,-0.071495,0.94119,1.0339,0.000393642,6.4246,4.7844,198.84,1.835615163,29.922,-0.06458002644,2091.53723105287,0.941184455213042,-14.1242654436004,0.00238368143631458,0,0
