"Attr1","Attr2","Attr3","Attr4","Attr5","Attr6","Attr7","Attr8","Attr9","Attr10","Attr12","Attr13","Attr15","Attr17","Attr18","Attr19","Attr20","Attr21","Attr22","Attr23","Attr24","Attr25","Attr26","Attr27","Attr28","Attr29","Attr30","Attr31","Attr32","Attr33","Attr34","Attr35","Attr36","Attr38","Attr39","Attr40","Attr41","Attr42","Attr43","Attr44","Attr45","Attr46","Attr47","Attr48","Attr49","Attr50","Attr51","Attr52","Attr53","Attr54","Attr55","Attr56","Attr57","Attr58","Attr59","Attr60","Attr61","Attr62","Attr63","Attr64","Attr65","Attr66","Attr67","Attr68","Attr69","Attr70","class"
0.1549,0.18773,0.57591,4.0678,66.638,0.17923,0.17948,4.1804,1.0735,0.78478,0.956053907,0.12416,271.95,5.3269,0.17948,0.088444,41.832,1.0347,0.16641,0.144294364,0.22052,0.78478,1.2113,0.88033,2.4366,4.2199,-0.039579,0.088444,36.248,10.07,0.88646,0.16641,2.0725,0.78478,0.155016302,1.4643,0.025835,0.082005,87.91,46.078,0.66605,2.8289,44.906,0.093932,0.087500699,4.0678,0.18773,0.099309,3.3203,3.3203,9556.4,0.068472,0.19739,0.93153,0.035028925,8.7255,7.9213,33.766,5.718318862,8.5856,0.82513681,0.197380157,1.864006529,0.0052260328858089,0.038341126,0,0
-0.014649,0.19777,0.1141,1.5769,22.715,0.11181,-0.014649,4.0564,0.9974,0.80223,-0.07407089,-0.0061608,-6874,5.0564,-0.014649,-0.0085943,0.011615,1.0952,-0.020183,-0.014687187,0.14661,0.80223,-0.053098,-0.1181,0.16581,4.2657,0.055101,-0.0085943,42.239,8.6412,-0.10206,-0.020183,1.7169,0.80223,-0.020235613,0.55785,-0.40547,-0.011841,43.158,43.147,-270.07,1.5767,0.011585,-0.024331,-0.024394426,1.5769,0.19777,0.11572,1.1658,1.1658,2103.6,-0.0026117,-0.01826,1.0026,-3.11e-17,31424,8.4595,42.35,5.043232037,2.477,-0.074071204,-0.018260349,8.741454864,-0.000258014178108679,0.0024271729,0,0
0.055167,0.48735,0.12087,1.4474,-1256.9,0,0.055167,1.0519,1.6762,0.51265,0.204193656,0.087697,1210.1,2.0519,0.055167,0.032912,11.968,0.83887,0.073321,0.032911944,0.287,0.46492,0.30163,3.9326,0.1985,3.0202,0.28579,0.043876,57.732,6.3966,3.5461,-0.031924,1.6762,0.72983,-0.01904546,0.060197,0.098365,0.043743,81.611,69.643,1.0037,1.244,11.608,-0.018509,-0.011042238,0.8024,0.27017,0.15633,0.84186,1.1985,126.62,-0.019045,0.10761,1.0421,0.423641861,30.497,5.241,58.831,6.204241774,2.7526,0.113197167,0.107611431,13.86779184,0.00804197727885376,0.091830617,0,0
-0.22165,0.97136,-0.051725,0.94675,-90.556,-4.4967,-0.22165,0.029488,1.7445,0.028643,-0.228185225,-0.096287,-2110.8,1.0295,-0.22165,-0.12706,96.06,0.39388,-0.21645,-0.127056463,-1.0847,-4.7183,-0.17292,-2.488,-0.6436,2.2612,0.49688,-0.11195,169.68,2.1511,2.1511,-0.345,1.7445,0.028643,-0.197764402,0.10894,-0.19892,-0.12408,170.28,74.216,-0.48278,0.47411,80.199,-0.27013,-0.154846661,0.94675,0.97136,0.46488,0.3564,0.3564,-9.439,-0.19777,-7.7381,1.1113,-0.000104738,3.7997,4.9181,203.24,1.795935595,21.706,-0.228188675,-7.738365395,-33.72643789,0.00267031368642405,0.0536834985,0,0
0.054487,0.80928,-0.10378,0.67743,-67.572,-0.13849,0.059321,0.17818,1.009,0.1442,0.184387045,0.09754,3072.4,1.2357,0.059321,0.060183,18.743,0.99946,0.038841,0.054000991,-0.17056,0.1442,0.11283,0.39762,-0.1327,4.7918,0.80329,0.060183,120.21,3.0364,0.047995,0.038841,1.1016,0.63177,0.038494549,0.12299,0.35165,0.039406,66.052,47.309,1.0765,0.5201,18.912,0.0020203,0.002002279,0.2693,0.32172,0.32934,0.18438,0.80783,-6425.9,0.0089412,0.37786,0.99106,3.703744799,19.474,7.7152,119.13,3.136267562,1.2603,0.067329586,0.377857143,-9.722489882,9.1185665852858e-05,0.037693213,0,0
-0.13271,0.23553,0.25733,2.0926,-43.553,-0.44725,-0.13293,3.2132,0.90906,0.75679,-0.564386702,-0.085252,-841.89,4.2458,-0.13293,-0.11098,122.2,1.1004,-0.1201,-0.145985964,-0.44657,0.75679,-0.43261,-0.91151,0.50741,3.9628,0.16823,-0.11098,65.246,5.5942,-0.50992,-0.1201,1.2091,0.75679,-0.132114492,0.19535,-0.086732,-0.10027,136.17,13.964,-0.33093,0.3899,111.09,-0.15092,-0.166017645,2.0926,0.23553,0.17876,1.4923,1.4923,2362.1,-0.10003,-0.17536,1.1,0.010148126,2.9868,26.139,71.773,3.859635715,2.3618,-0.563460118,-0.175359082,3.53266234,-0.00221876332636102,0.02338829568,0,0
0.025964,0.16239,0.39552,3.4486,71.473,0,0.034732,5.1581,1.2862,0.83761,0.215018882,0.047173,976.85,6.1581,0.034732,0.027003,9.6799,0.85766,0.020484,0.020186596,0.17535,0.82014,0.31966,2.3277,0.89294,3.8368,0.0023973,0.027004,46.368,7.8719,7.8304,0.014698,1.2862,0.83761,0.011427461,1.6927,0.11659,0.015925,80.488,70.808,0.76116,3.2374,9.7918,-0.0054603,-0.004245296,3.4304,0.16153,0.12703,1.891,1.891,2716.2,0.011427,0.030998,0.97368,0.001026731,37.707,5.1548,45.838,7.962607565,2.9039,0.159888908,0.03099772,3.251921521,0.0581839050920457,0.025942654,0,0
0.090598,0.031496,0.76812,25.388,311.58,0.29847,0.11243,30.725,1.1862,0.9677,3.569659639,0.17627,91.203,31.75,0.11243,0.15722,131.48,1.2215,0.11213,0.076376665,0.36966,0.9677,3.309,1.8599,3.8331,5.1025,-0.49466,0.15722,19.069,19.141,3.5601,0.11213,0.72059,0.9677,0.094528747,12.248,0.0082346,0.1568,211.23,79.753,0.35171,17.209,155.96,0.098506,0.083043332,25.388,0.031496,0.052244,4.8291,4.8291,97262,0.15696,0.093622,0.84304,0.000830836,2.7761,4.5767,16.076,37.66192532,3.5686,2.8764865,0.09362199,1.544289955,0.410756659104627,0.02259711,0,0
0.029974,0.16402,0.14254,2.0445,-18.925,0.014697,0.03841,5.0967,1.4443,0.83598,0.281453799,0.046399,893.36,6.0967,0.03841,0.026594,42.785,0.7258,0.10503,0.020753306,0.47725,0.71203,0.35714,1.2175,0.19771,5.6786,0.11356,0.026594,38.958,9.4305,7.8466,0.16569,1.4443,0.86353,0.114719934,0.28542,0.040913,0.07272,60.667,17.882,0.17704,0.80391,48.015,0.076426,0.052915599,1.7011,0.13647,0.10604,1.1595,1.1977,2.0445,0.11472,0,0.93375,0.032955334,8.531,20.411,34.489,10.58327838,2.0033,0.182742486,0.035854925,10.13259436,0.0339272003043286,0.0286043615,0,0
0.1142,0.042177,0.70573,17.772,59.037,0,0.13905,22.71,2.3661,0.95782,3.304577214,0.084874,76.659,23.71,0.13905,0.058767,53.402,1.1631,0.14273,0.048265078,0.041908,0.21696,4.1722,13.894,2.7984,3.6752,-0.059286,0.058776,6.8356,53.397,53.271,0.11926,2.3661,0.95782,0.050403618,4.3654,0.0068747,0.060324,87.024,33.622,0.32989,9.5451,56.237,0.08096,0.034216643,17.73,0.042078,0.018728,3.798,3.798,3340.7,0.050404,0.11923,0.94228,0.000106492,6.835,10.856,6.4911,56.23128476,9.3821,2.707682,0.119229083,3.352698624,1.15442568944412,0.0617717727,0,0
-0.48891,0.94464,-0.36906,0.60931,-124.8,-0.48891,-0.48891,-0.0078851,0.90859,-0.0074486,-0.517562246,-0.16789,-885.71,1.0586,-0.48891,-0.21085,74.95,0.66059,-0.47575,-0.538097492,-0.48891,-0.0074486,-0.4121,25.591,-0.86957,4.2646,0.38993,-0.21085,135.11,2.7015,-0.50363,-0.47575,2.606,-0.0074486,-0.523613511,0.048167,-0.08257,-0.20518,83.443,8.4935,-1.0268,0.10528,68.099,-0.57537,-0.633255924,0.60931,0.94464,0.37016,-0.01755,-0.01755,-6787,-0.10061,65.637,1.1006,-8.432269151,4.8699,42.974,148.7,0.961837314,5.4633,-0.517560126,65.63783798,-2.461903214,-0.000329429313978211,0.0390330264,0,1
-0.10009,0.40948,0.11866,1.4632,30.562,0.22855,-0.098949,1.4421,0.39945,0.59052,-0.386278107,-0.16556,-2260,2.4421,-0.098949,-0.24771,33.882,0.90107,-0.081081,-0.250569533,0.079292,0.51441,-0.16429,-3.373,0.18981,5.1366,1.0251,-0.24771,254.66,1.9963,1.2488,0.032296,0.39945,0.74384,0.08085117,0.20769,-0.28279,-0.20298,293.89,260.01,-2.6993,1.3185,26.466,-0.1139,-0.28514207,0.91537,0.25616,0.50093,0.94457,1.1898,1.4632,0.080853,0,1.103,0.259635575,10.773,1.4038,234.07,1.559376952,0.63893,-0.244429789,-0.169494683,3.366340806,0.00702855342257628,0.0328148175,0,0
0.09565,0.75319,0.25548,1.5169,-52.013,0,0.09565,0.32769,1.826,0.24681,0.193513798,0.053789,2799,1.3277,0.09565,0.052381,100.48,1.5444,0.11706,0.052382256,0.17183,0.24369,0.13041,4.4718,1.0209,5.2041,0.41013,0.066418,104.9,3.4796,2.2835,0.10611,1.826,0.48921,0.058110624,0.010547,0.20986,0.064107,148.83,48.348,0.19028,0.4999,106.68,0.11449,0.06269989,0.99545,0.49428,0.28739,0.98631,1.955,40874,0.058107,0.38754,0.94865,1.049025566,3.6327,7.5494,98.801,3.694262361,7.2972,0.126994505,0.387545075,7.147330515,0.00551761594291437,0.002571008,0,0
0.082917,0.41597,0.5086,2.225,57.328,0,0.10807,1.404,2.6922,0.58403,0.260296739,0.052145,1081.5,2.404,0.10807,0.040142,14.257,1.341,0.12752,0.030798975,0.31336,0.58129,0.27701,5.7442,6.6724,4.2624,0.10309,0.040341,59.336,6.1514,6.1397,0.13821,2.6922,0.58403,0.051337196,0.33798,0.086753,0.047366,106.22,91.963,0.7885,1.9717,15.029,0.095204,0.0353629,2.2208,0.41518,0.16256,7.662,7.662,9306.8,0.051339,0.14197,0.96,0.00135267,25.601,3.969,56.29,6.484416398,35.319,0.199332468,0.141973871,5.293354306,0.0146548125953299,0.0323144766,0,0
-0.026724,0.38161,0.54377,2.425,75.927,0,-0.026271,1.6205,2.6904,0.61839,-0.068842536,0.0543,953.44,2.6205,-0.026271,-0.0097646,0,1.2227,-0.026319,-0.009933095,0.43623,0.59846,0.38164,-121.11,7.2871,3.0014,-0.0039319,-0.0096838,51.268,7.1195,7.1195,-0.026425,2.6904,0.61839,-0.00982196,1.0464,0.0871,-0.0097824,71.371,71.371,0.30736,2.425,0,-0.19868,-0.073847755,2.425,0.38161,0.14046,8.2871,8.2871,545.5,-0.0098216,-0.043216,1.0098,0,2.4703,5.1141,51.771,7.050129714,36.054,-0.070030242,-0.043215447,4.947680085,0,0.17235939984,0,0
0.072753,0.45285,0.1651,1.7775,-10.743,0.33388,0.082995,1.0471,1.1736,0.47417,0.390859,0.18858,1390.2,2.2083,0.082995,0.13164,98.286,1.2357,0.10161,0.061991309,0.40571,0.47417,0.23993,1.8914,0.26519,4.7435,0.61937,0.13164,144.27,2.5299,0.22438,0.10161,0.65413,0.71468,0.086579755,0.34212,0.10827,0.16116,176.46,78.171,0.42854,0.978,115.35,0.06571,0.055990116,0.83349,0.21234,0.39527,0.76165,1.148,9147.2,0.14791,0.15343,0.85209,0.661134192,3.7136,4.6692,122.93,5.526985024,1.0127,0.16066045,0.153432313,7.10841914,0.00203413400282174,0.066824784,0,0
0.0014446,0.56203,0.35411,1.63,8.031,0,0.0061141,0.77927,2.9796,0.43797,0.010878601,0.0096024,7169.8,1.7793,0.0061141,0.002052,12.363,1.0821,0.022832,0.00048483,0.15258,0.43797,0.042599,0.55851,4.2223,3.2181,0.16879,0.0044825,69.789,5.23,5.23,0.040197,2.9796,0.43797,0.013490737,0.43985,0.41329,0.0076626,81.942,69.579,0.014313,1.4505,12.532,0.00033406,0.000112116,1.63,0.56203,0.1912,5.2223,5.2223,585.13,0.013491,0.0032983,0.99796,0,29.523,5.2458,68.848,5.301496361,35.529,0.002570377,0.003298399,8.414334529,0.00794531667542786,0.02249717184,0,0
-0.036197,0.33302,0.26395,1.7926,-54.552,-0.26887,-0.035997,1.8859,0.95636,0.62805,-0.108092607,-0.0026986,-34878,3.0028,-0.035997,-0.027874,128.82,0.99824,-0.025922,-0.037848718,-0.2662,0.62805,-0.011063,-0.19196,0.65491,4.6052,0.23687,-0.027874,90.014,4.0549,-0.07784,-0.025922,1.3287,0.62805,-0.027104856,0.10506,1.6613,-0.020072,158.83,30.015,-0.079416,0.42396,123.2,-0.058434,-0.061100422,1.7926,0.33302,0.24661,1.5583,1.5583,10635,-0.04563,-0.057633,1.0456,0.061985511,2.8334,12.16,94.122,2.871779473,3.2043,-0.108692352,-0.057633946,3.623261981,-0.000283106137357159,0.024076745544,0,0
0.039554,0.084651,0.26831,4.2301,119.53,0,0.049565,10.813,0.86447,0.91535,0.596694195,0.10648,335.68,11.813,0.049565,0.057336,1.8204,1.0667,0.047699,0.045755203,0.25208,0.89574,0.9691,3143.1,0.41367,3.4099,0.086327,0.057336,36.731,9.937,9.7509,0.03904,0.86447,0.91535,0.045160619,0.16934,0.03129,0.055177,142.42,140.6,9.1742,4.1782,1.9065,0.0052185,0.006036647,4.1509,0.083066,0.10063,1.4112,1.4112,689.53,0.045161,0.043212,0.9436,0.001730486,200.5,2.596,35.072,10.40702574,1.3328,0.467251402,0.043211886,3.221907495,0.136908065653587,0.04248351368,0,0
-0.066482,0.71942,-0.25832,0.54362,-213.95,-1.1423,-0.063639,0.39002,0.75722,0.28058,-0.112430437,-0.044489,-7794.8,1.39,-0.063639,-0.084043,131.67,0.90208,-0.011324,-0.08779747,-0.11137,-0.92167,-0.050778,-0.17603,-0.37314,3.422,0.92949,0.00091268,223.14,1.6357,1.287,-0.16865,0.75722,0.43334,-0.222722591,0.029271,1.2874,-0.014955,140.34,8.668,-0.24339,0.061041,107.68,-0.041275,-0.054508597,0.42771,0.56603,0.61135,0.40529,0.62594,-682.54,-0.22273,-0.23694,1.0667,0.546689001,2.7721,42.109,272.84,1.337773616,1.0938,-0.09240998,-0.2369449,-2.931325488,0.00207030212469076,0.02995107988,0,0
0.094879,0.31047,0.62514,3.0135,59.991,0,0.12565,2.2209,3.5497,0.68953,0.40470899,0.039675,804.67,3.2209,0.12565,0.035398,3.939,0.91463,0.12186,0.026728738,0.31188,0.63291,0.35449,4486.2,9.7087,3.3654,0.0086403,0.035406,33.091,11.03,11.03,0.12511,3.5497,0.68953,0.035245232,0.9614,0.075519,0.03433,65.513,61.574,2.4768,2.8901,4.0829,0.10668,0.030053244,3.0135,0.31047,0.090661,10.709,10.709,1449.9,0.035245,0.1376,0.9647,8.9e-17,92.663,5.9278,31.925,11.43331079,55.128,0.305595771,0.137599524,5.678248072,0.0265924299071124,0.0151820669,0,0
0.12772,0.68121,0.064156,1.1051,8.0069,0.35286,0.12772,0.32665,1.1173,0.22251,0.209198716,0.1235,1477.4,1.468,0.12772,0.093722,6.5688,1.4138,0.14656,0.114311286,0.35286,0.22251,0.24706,1.2016,0.19721,4.5245,0.49232,0.093722,182.7,1.9978,0.21515,0.14656,1.3671,0.2932,0.131173364,0.038833,0.11967,0.10755,174.36,167.79,5.2077,1.0649,7.3393,0.10598,0.094853665,0.99042,0.61052,0.50056,0.68398,0.90126,2146.8,0.10498,0.57398,0.89502,0.750393241,55.565,2.1753,163.52,1.830079277,4.1889,0.18749296,0.573996674,17.41536255,0.000534073706038208,0.0332709594,0,0
0.12793,0.38475,0.38023,2.9664,13.39,0,0.15846,1.5991,2.2767,0.61525,0.819465274,0.11064,557.53,2.5991,0.15846,0.069601,46.835,1.6408,0.16641,0.056190978,0.37513,0.38876,0.57533,15.349,0.89172,3.8063,0.16292,0.069601,32.968,11.071,5.5641,0.13586,2.2767,0.67596,0.05967409,0.13333,0.049358,0.073093,87.827,40.992,0.43792,1.4556,49.807,0.072976,0.032053411,1.4908,0.19337,0.090324,1.4429,1.5853,2434.3,0.059676,0.20793,0.93143,0.311060544,7.7933,8.9042,31.001,11.77380152,5.3392,0.332502863,0.207931735,5.98769166,0.0211234614499953,0.0934334913,0,0
-0.27514,0.52618,0.075202,1.1844,-232.7,0,-0.27514,0.90049,0.64366,0.47382,-0.674528071,-0.37915,-786.98,1.9005,-0.27514,-0.42746,220.96,0.71353,0.005536,-0.427461703,-0.43897,0.43306,-0.4638,1.607,0.14549,4.2956,0.79774,-0.85116,284.99,1.2807,0.99283,0.060325,0.64366,0.47591,0.093721841,0.038843,0.47881,0.0086009,264.97,44.01,-0.70612,0.22911,272.24,-0.025559,-0.039708852,0.91812,0.4079,0.7808,0.91665,0.9207,1485.3,0.18837,-0.58068,0.82757,0.249630661,1.6519,8.2935,231.31,1.5779848,1.2452,-0.52290357,-0.580684648,8.559080876,0.00616708750511513,0.0310952146,0,0
0.22927,0.63136,0.26604,1.4214,-47.581,0,0.22927,0.58389,2.0577,0.36864,0.363136721,0.86613,129.3,1.5839,0.22927,0.11142,8.1356,1.5742,0,0.111420518,1.042,0.36467,2.8228,0,2.5931,4.4984,0.17238,0.2492,1395.1,0.26163,0.26163,0.0030309,2.0577,0.36864,0.001472955,0.49642,0.013552,0,103.59,95.454,4.9988,1.3487,101.35,-1.5529,-0.754677553,1.4214,0.63136,3.8222,3.5931,3.5931,8381.3,0.91972,0.62192,0.088993,-2.14e-16,44.865,3.8238,111.99,3.25915484,20.056,0.363140753,0.621934679,7.734551195,0.00616822761234491,1.552966767,0,0
0.055663,0.69835,0.124,1.1947,-11.804,0.18356,0.074621,0.43194,2.646,0.30165,0.117142588,0.047838,2013.7,1.4319,0.074621,0.028202,25.211,1.0457,0.083375,0.021036659,0.51329,0.24523,0.15411,8.3471,0.51886,4.6642,0.15103,0.030281,91.661,3.9821,3.6323,0.10938,2.646,0.30165,0.041337868,0.50459,0.17201,0.03151,60.638,35.427,0.30456,0.90776,26.298,0.031417,0.011873394,1.0897,0.63701,0.25113,1.2622,1.2622,5723,0.041336,0.18453,0.97215,0.203348251,14.478,10.303,87.872,4.153780945,11.072,0.07970385,0.184528427,21.33870968,0.00468683789320237,0.051956856,0,0
0.43913,0.45761,0.46329,2.0219,32.645,1.3501,0.43913,1.1823,1.2287,0.54102,0.968633506,0.17498,364.7,2.1853,0.43913,0.16777,37.359,1.0883,0.44558,0.357393994,1.3501,0.54102,1.0008,2.0917,5.5574,4.0538,0.12619,0.16777,77.678,4.6989,0.97372,0.44558,2.6215,0.54528,0.362643444,0.28951,0.032393,0.17024,109.52,72.164,1.6392,1.431,45.903,0.42672,0.347293888,2.0031,0.45335,0.21282,6.4899,6.541,5243.9,0.18612,0.81167,0.81388,0.01040627,9.7701,5.0579,63.22,2.710268005,31.398,0.959630789,0.811670548,2.652118543,0.00253213331905844,0.00885892699999999,0,0
0.081639,0.39061,0.59089,2.5127,-29.105,0,0.10157,1.5601,1.9037,0.60939,0.260029185,0.058335,1283.8,2.5601,0.10157,0.053355,140.3,0.92155,0.10075,0.042884383,0.23955,0.55822,0.23328,98452,31.937,3.291,0.086794,0.053355,79.169,4.6104,4.6104,0.10284,1.9037,0.60939,0.054021117,0.5871,0.11812,0.052924,144.22,3.9121,0.11156,0.63934,148.32,0.091269,0.047942953,2.5127,0.39061,0.2169,32.937,32.937,1154.8,0.054019,0.13397,0.94667,0,2.6015,93.3,74.893,4.873659149,102.89,0.209004004,0.133968395,3.221750241,0.0176239463466005,0.009480426,0,0
0.1314,0.38915,0.11472,1.4392,-32.988,0.5594,0.1314,1.4458,1.1285,0.56263,0.503062787,0.1601,684.03,2.5697,0.1314,0.10131,58.532,0.83868,0.14173,0.116437749,0.5594,0.56263,0.5336,1.2332,0.18383,4.4073,0.21581,0.10131,82.955,4.4,0.36421,0.14173,1.3191,0.69058,0.125591493,0.43762,0.058692,0.10928,73.625,15.093,0.63175,0.64294,66.054,0.065477,0.058021267,0.96602,0.2612,0.22727,0.90155,1.1066,2930.7,0.11388,0.23354,0.88612,0.313118746,6.2359,24.184,73.508,4.320444104,2.0783,0.33765858,0.233546025,9.836994421,0.00124949325228206,0.066344515,0,0
0.05722,0.55103,0.26474,1.7114,1.5864,0.17885,0.077278,0.80454,1.0488,0.44333,0.207658408,0.053324,2152.7,1.8148,0.077278,0.044106,51.786,1.6584,0.078473,0.05455759,0.23418,0.44333,0.13315,0.46974,0.72909,4.322,0.31082,0.044106,81.309,4.489,0.14241,0.078473,1.7812,0.62221,0.074821701,0.041148,0.19145,0.044789,129.49,77.702,0.23018,1.0434,54.313,0.062322,0.059422197,1.1558,0.37214,0.22277,1.2209,1.7136,5556.2,0.046528,0.12907,0.95347,0.416236212,7.0482,4.6975,77.526,2.81829419,4.8252,0.103842856,0.12906864,3.961622724,0.000399700276379604,0.0096678384,0,0
0.14588,0.29808,0.1187,1.3982,-43.32,0.039588,0.14588,2.3548,2.2922,0.70192,0.489398819,0.06364,745.82,3.3548,0.14588,0.06364,54.654,1.2005,0,0.063641916,0.23529,0.67803,0.48939,27.164,0.20353,3.8522,0.10356,0.1414,57.299,6.3701,6.3701,0.0078952,2.2922,0.70192,0.003444377,0.21688,1.9334,0,56.071,1.418,0.42502,0.24675,65.978,0,0,1.3982,0.29808,0.15698,1.2035,1.2035,844.68,0.17164,0.20783,0.82959,0,6.6784,257.41,47.464,7.689881911,3.9304,0.489398224,0.207829952,19.31086773,0.0128511546425957,0,0,0
0.15194,0.7307,0.36737,4.5218,125.2,-0.19209,0.15772,0.32927,1.2233,0.24059,1.512031445,0.21096,1235.4,1.3686,0.15772,0.15411,29.848,1.3212,0.23329,0.124205019,-0.1807,0.24059,0.28756,2.7886,0.69535,4.42,0.59016,0.15411,45.511,8.02,0.31927,0.23329,1.1996,0.86698,0.190705469,1.3394,0.08242,0.22797,118.4,88.554,1.8156,3.7196,36.513,0.17511,0.14314559,0.64552,0.10431,0.12469,0.45539,1.641,9662.8,0.18252,0.63152,0.81748,2.722889563,12.229,4.1218,37.204,11.7275429,1.937,0.207945084,0.63153082,3.329885402,0.00472804302481707,0.069544605,0,0
0.18057,0.16611,0.53359,4.2123,71.57,0.47747,0.22525,4.6919,1.1709,0.77937,1.356029137,0.1901,224.15,6.02,0.22525,0.1583,70.8,1.1446,0.21541,0.154214707,0.59558,0.77937,1.3594,1.7726,1.7769,4.8168,0.062597,0.1583,49.892,7.3158,1.2968,0.21541,1.4426,0.77937,0.183969596,0.61424,0.020952,0.15138,153.31,82.513,0.65422,2.5507,82.899,0.17016,0.14532411,4.2123,0.16611,0.13669,2.5954,2.5954,34992,0.14596,0.23168,0.85404,0.069953937,5.1554,4.4236,42.61,7.048943471,4.7384,1.0870314,0.231687132,2.194381454,0.0123149939833797,0.03723462,0,0
0.051759,0.56797,0.038768,1.0733,-55.501,0.14401,0.063141,0.7502,1.0515,0.42609,0.119449489,0.061599,2272,1.7607,0.063141,0.042626,53.628,1.2858,0.072847,0.049223966,0.17613,0.42609,0.14061,0.5171,0.08961,5.5943,0.38291,0.042626,136.96,2.6651,0.12826,0.072847,1.4954,0.46546,0.069279125,0.065752,0.18497,0.049179,131.24,77.613,0.23782,0.66162,56.388,0.044743,0.042551593,0.99894,0.5286,0.37523,0.98488,1.0759,15234,0.048955,0.12147,0.95104,0.106339036,6.8062,4.7028,130.25,1.989216799,3.4238,0.091132071,0.121474336,27.12288485,0.000267708051249504,0.0199501095,0,0
0.0096209,0.88686,0.594,3.8904,25628,0,0.01193,0.12758,0.85607,0.11314,0.058053528,0.065857,5741.6,1.1276,0.01193,0.013936,66.371,0.90445,0.050221,0.01123845,0.082548,0.10352,0.060968,1.305,2.9626,3.7158,0.42819,0.050124,89.511,4.2659,0.9885,0.018087,0.85607,0.7945,0.021127945,2.5318,0.31226,0.058665,119.04,52.67,0.061805,3.133,64.812,0.0057726,0.00674314,0.9015,0.2055,0.23442,0.5643,3.9626,3087,0.021128,0.085034,1.069,6.02227329,5.4994,6.9299,87.62,4.165790754,4.2697,0.010848527,0.085035354,1.441195286,0.0114882616858907,0.04444801047,0,0
-0.038247,1.1466,-0.40913,0.4766,-198.18,-0.55213,0.0083699,-0.20306,0.93939,-0.23282,0.010707716,0.08835,4858.7,0.87218,0.0083699,0.0085853,38.786,1.0741,0.09668,-0.040714719,-0.53776,-0.23282,0.034465,0.93158,-0.65204,4.4141,1.1759,0.0085853,274.91,1.3277,0.084322,0.09668,1.1952,0.13207,0.102917851,0.020427,0.21609,0.099168,133.5,94.714,-0.3692,0.34407,36.435,0.018917,0.020137536,0.32492,0.78167,0.75319,-0.37105,0.21048,-10615,-0.064522,0.16428,1.0645,-1.937763079,9.4107,3.8537,292.65,1.201773127,1.5537,-0.033358268,0.164277124,-2.296067265,0.000106094939550923,0.074930161533,0,0
-0.039188,0.36618,0.36809,2.0565,-3.2515,0,-0.039188,1.7309,2.6765,0.63382,-0.112473452,-0.0073171,-6824.7,2.7309,-0.039188,-0.014642,52.873,0.93289,0,-0.014641509,0.25656,0.46493,-0.053482,0,1.2984,3.6904,0.13543,-0.025118,58.015,6.2915,5.9862,0.0022077,2.6765,0.63382,0.000824846,0.010664,0.62263,0,97.204,44.332,-0.10108,0.94368,64.558,-0.019604,-0.007324491,1.9567,0.34842,0.15894,2.2357,2.2357,1804.7,0.181,-0.061829,0.82061,0.028020574,6.9033,8.2334,47.514,7.681820791,9.4412,-0.107018509,-0.061828279,7.271319514,0.0153870291262928,0.01960509485,0,0
0.11311,0.86089,0.52026,2.0846,218.82,-0.021146,0.14081,0.16159,0.8253,0.13911,0.293537628,0.17062,2231.5,1.1616,0.14081,0.17062,38.103,1.0513,0.12922,0.137053193,0.28362,0.09196,0.13138,13.041,11864,3.6275,1.0101,0.18262,257.46,1.4177,0.78995,0.14524,0.8253,0.51212,0.17598449,0.10004,0.22208,0.15657,421.02,382.92,1.3128,1.905,46.24,0.12922,0.156573367,1.1615,0.4797,0.70537,3172.3,11678,2206.7,0.17598,0.81306,0.83371,2.740205593,9.5794,0.95321,212.15,1.720450281,18820,0.131388576,0.813097549,1.586322224,0.00663362258760503,0,0,0
0.092471,0.77318,0.031947,1.0429,-35.391,0.013224,0.09638,0.2874,1.0327,0.22221,0.129386495,0.037373,2328.6,1.2934,0.09638,0.02972,34.2,1.7864,0.1002,0.089542946,0.020634,0.22221,0.15169,0.31907,0.14316,4.728,0.2302,0.02972,86.584,4.2156,0.12959,0.1002,3.2942,0.25049,0.09702721,0.081937,0.20334,0.030897,80.568,46.368,0.30432,0.63498,35.319,0.07538,0.072993125,1.0047,0.7449,0.23722,0.99581,1.1225,1707.6,0.031671,0.41614,0.96833,0.148013141,10.673,7.8719,83.842,1.386360585,14.532,0.119601991,0.416142388,32.32541397,0.0001179118874718,0.0079032531,0,0
0.011588,0,0.96655,30.075,38451,0,0.014311,6.1887,0.53005,1,192.3816148,0.042777,0,NA,0.014311,0.026999,228.14,0.87681,0.014311,0.021862088,0.088392,0.53537,-0.38881,-140.61,28.892,2.0319,-1.0049,0.026999,0,0.028321,0,0.014311,0.53005,1,0.02699934,65.948,0,0.026999,298.8,70.652,0.034976,NA,234.47,0.0059473,0.011220262,0.41739,0,0,29.892,29.892,104.01,0.026999,0.011588,0.973,0,1.5999,5.1662,0,7125.419252,15.844,0.011588,0.011588,0.548393772,NA,0.0083631289,0,0
